label,tweet
sadness,"hello, when are the holidays... work teyuss, Eid is also on teyus school holidays are about to end Elisoulea. . . . . #when will you go on holiday again?"
anger,understand sir...........................................................Jakarta is a nest of radical groups! but.............................their leader fled to Mecca!
sadness,"already rushed home so I could watch ""the clash of titan"" eehh.... serena decided to retire due to arm muscle injury. well what else...health is the most important thing right. after this it's clear, i'm rooting for maria sharapova. #rolandgarros18 [url]"
happy,"Amen, amen, sis Dew :) It's been a long time since I felt the sensation of giving birth so I don't know how far the progress is hehe"
love,"If I can kiss your lips, you will kiss my lips again, I'm sure they will unite and love will blossom"
anger,"[username] [username] This is a country of law. The law must be the commander. If there are those who disagree with what the police have said, take legal action instead of just being sarcastic."
sadness,"I also said to fellow women, breaking the chain of julit is indeed difficult owislah~~ like sego uwis didi porridge~ flying money money"
happy,"acha it's funny you're held but don't want to be carried but don't want to. forced to be carried twice crying silently crying silently continuously. when asked to take selfies several times in the end you kiss my cheek, surprised you're here cha you're just playing around [url]"
anger,"I was already dizzy. I chatted with a Gojek driver, I forgot which one because there were so many who became my drivers. Then I chatted with a kid in the same year who was really cheesy ""lum bubu si?"" I wanted to throw up!!!"
happy,"Good effort will not betray the results. If you have tried your best, but the results are a little disappointing.. that feeling, the heart is more relieved and it is easier to accept. Well, at least, you have tried to be the best."
happy,"for experience, yesterday my soul and body were not in tune, restless. at first I shared my feelings with a friend and finally I contemplated it myself. the result: it turns out that God is really good, giving me trust to overcome such complex life problems..."
anger,"but it's also dangerous, Cal, if that's the case, Amit2, because of Sieun's innocence, when she was told to cut chicken, she ended up cutting fried beef, bala bala ge teu can't do it"
happy,"open Facebook, the homepage is full of politics.. open ig, just look at people's faces.. open twitter, I can laugh reading people's tweets..hahahahaa"
happy,"My and my sister's fate was almost the same: we both had no intention of registering for Poltekkes, we almost wanted to drop out when we were about to take the test, we filled in our answers carelessly, we had no hope of getting in. In the end: we were accepted :) I'm the only one majoring in environmental health, she's the midwifery major."
fear,"Just look at my friends who are already kewong. It's also scary when I think about how long it will take me to hear that, you know. The problem is, I haven't thought about it yet, I'm still scared"
sadness,"stupidity in the month of ramadan: last friday I was chasing time changing cinemas for this film, it turned out I was still watching kamingsun. what a smart smart day. [url]"
fear,"not in all places we can perform prayers, one of which is in buildings built for infidelity (one of which is a church). I seek refuge in Allah SWT. from the temptations of the accursed Satan."
sadness,"At that time, the situation in Indonesia was critical, it was unfortunate that the amendments were not based on high awareness from the figures/elites who made the amendments. After 20 years, the amendments had not had a significant impact, even though the government fought hard to run its government [url]"
love,"love understands what is not expressed, feels without being explained, because love is not about a beautiful face but love is about understanding"
anger,Happy going home from work! Happy traffic jams! pft
love,"I am happy with pisces, and love sincerely. Love as is. And only with pisces I don't want to let go, no matter what happens. Even if I was called 'stupid' I was willing. Hahaha. Love really makes me blind."
happy,"Mr. [username] has been confirmed to be re-elected in the 2019 presidential election, his current competitors are only the democratic process so that it can run well. confident bures"
sadness,"as soon as we realize that we are talking about them like ex-boyfriends, we laugh and grumble together, because they are just ex-potential boyfriends."
fear,Have you ever felt the nervousness of receiving an SMS notification that your quota is down to 7MB while you are busy making a call and have to go out to find more quota so you can continue chatting?
love,aa darling gervan! don't forget to smile! so that you become more handsome and make me fall in love even more ehehe
anger,"cmiiw, I feel like the connotation of ""mathematical"" attached to right-wrong/not wanting to compromise is not quite right. Mathematicians should be tolerant, non-assuming, and doubt many (or all) things until they are proven valid--lay"
fear,"[idm] army, I just got accepted into the food science and technology department. is there anyone studying in that department? help me calm myself down because I'm scared of the college years."
sadness,"There are people who change, become more positive or negative, we never know the biggest reason why they change, if they are wrong, tell them, don't criticize them"
anger,"[username] [username] You should just leave that bomb alone, when you're sleeping in a tight place it will explode, so you won't feel it, bro, before you know it you're in another world &amp;"
happy,"I dedicate this song to Mr. [username] [username] and also the mayor of Solo, Mr. FX Hadi Rudyatmo because he made the city of Solo more widely known thanks to the solo song made by [username] [username] [url] #solo"
happy,"replied very friendly ""bonjour bintang, that's fine, tomorrow in building 7. a demain :)"" with his signature smile. the next day, while feeling nervous as if I was going to have a thesis guidance even though it was still semester 2, I met him and immediately showed him my ppt."
fear,[askmf] Do people with normal skin need a lot of skincare? :( I want to keep my skin clean but I'm afraid if I use various things it will still be small lol :(
anger,"[username] has never been interested in events like this since a long time ago. Events that are just fun, not intelligent, a waste of time, not useful. why aren't you embarrassed, making an event like that [url]"
happy,"working with heart and always relying on God himself, the results are different and lasting. Congratulations on transforming into a real comdev. As a friend, I always give support to Dena \"
fear,"[username] me :( I'm scared of crowded streets, my courage quickly fades. But when I'm really pressed, I force myself, but I'm still stiff :""("
anger,"why didn't [username] get the WO, sir? the violation is clear, everyone knows :) just disband Indonesian football again if the mafia hasn't been wiped out :) [username] [username] [username] [username]"
anger,"Yes, because I wasn't strong enough, and I felt ""disgusted"" by being digitized, I chose to close the account. angry ? very. In the end, I could only grumble to my close friends. offended ? it's definitely clear. but the risk of using ask fm anon could be that you're talking about Sakarepe :))"
happy,"congrats for me, even though I'm not very active, I dedicate this twitter to bangtan, a lot has changed from the past, wow!!!!! #mytwitteranniversary [url]"
sadness,the traffic jam is steady #parking
anger,ish damn it's so nice to have a friend like you hahaha xp
sadness,"Why do some people say that life is cruel? Maybe they think of life as a battle and a competitive arena. If they think like a farmer, then life is like farming, they will feel between hope and fear."
anger,"Come on, who's begging for sponsors now? Where were you yesterday when I was being kind and wanted to help you? It's getting close to the event and you're confused about looking for sponsors. What's your own company that you want to ask for help from?"
fear,"Damn it, my ears were numb this morning too, the horror incident this afternoon is still unforgettable. I can't hear the sound. Afraid. So sleep while listening to songs"
anger,"even though it's just been quiet. still being talked about. especially if you don't keep quiet. hahah it's good not to be silent. Just talk about it, it's the same thing, just talk about it"
love,"[username] how do I explain it wkwkwk. yeah the person who can make us feel nervous for the first time, want to get to know them better, then want to get closer like that. usually when we're in 6th grade or junior high school (for me), it's relative wkwkkw"
fear,"My father is going to Bali and I just told him about this. Then my father said ""if I die, please pray for me, blah blah"" I swear I became really scared of death."
anger,This person must be imprisoned [username] must be reported... this is a divisive person
happy,"definitely caca, sis ika! her aura is the most fitting. her acting quality is unquestionable. plus I don't know what's wrong with this caca, but it would be adorable if she became alex who is fierce but loving but beautiful but busy but still able to face it"
anger,"good! that's called self-awareness. how could a suspect in a lewd case become a leader of the people?! btw, how about the [username] case? then what's your story about that one? [url]"
happy,"haha seriously, the first time I saw the writing of the noodle shop owner, I immediately laughed, like a lover, loved but not acknowledged eeaaaa haha ​​but whatever, their competition is healthy hehe"
happy,"still remember the ""citra"" back then? #1996 the place where students' long distance relationships were or just a place to anchor on the old date asking for a transfer from their parents. The ""telephone shop"" was right on the edge of Jatos today. not just a place to hang out even though it didn't have wifi back then or maybe there was a student boarding house above it."
anger,"then if you make a status, is it to criticize someone? not really, you feel wrong if you feel criticized. usually I talk to the person first. then make a status. so I can understand the person better. I don't like criticizing people unnecessarily. for example like this: [url]"
fear,"So last night, I recap, eh the point is that what I tried to do turned out to be zero work.. the presentation was at 16.00, I just got up and started working at 13.23. jiaaaaaaann"
sadness,"Just let go of those who continue to curse and hurt you. Because even though they use verses to justify their actions, just use God's verses to focus on improving yourself in the future."
fear,"Don't make fun of me anymore, guys [username] [username] [username], this guy already has a blog too... even though he doesn't write it at 2 in the morning."
love,"I really love him, he also really loves me. He and I are really close, and always play together, study together, and can be best friends like boyfriends, don't be sad. There are many ways to always be together without having to have [url]"
love,"I just felt what it's like to fall in love, I can't stop it, I can't stop myself from always wanting to be close to you"
happy,hbd [username] all the best
sadness,"I once had a type of girl that I had to date. But, again it failed in the middle of the road. After that, I started to think that love is just love without reason & conditions"
fear,"I once asked, why are you going home in the evening? ""I'm lazy, I'm afraid it'll be too late. Sometimes bears and other wild animals pass by."" Oh well. I'm done. Every afternoon I immediately go back to Jambi. That's not including the disturbance of mystical figures if it's night on the road"
fear,When it was already 23.50 we were tired and wanted to go home because we were starting to feel afraid in our hearts.
fear,"I want to resign but I'm afraid it won't be better, I feel comfortable but I feel... I don't understand what's wrong with me or who is it"
happy,"Mr. Roger Tol's material (Netherlands) related to the world of manuscripts in Indonesia. Wow... it's really cool, our country apparently has 700 languages.. ckckckck. #seminarpanji #literature [username] [url]"
fear,"I decided to go alone because I was afraid of my heart being shaken, and I was afraid that my friends would be sad of course. So I chose to be alone. I will miss Edinburgh Castle, Old Town, Princess Castle, Calton Hill, and the others."
anger,"klikbca is often difficult to understand, including now. If you answer that my internet is having problems, I will say that is nonsense because I have no problem opening other websites."
love,"May God always accompany you every step of the way, and make our relationship stronger in facing all the tests of this life. i love you"
fear,"[bb] sorry oot, last night in the chat I had a fight with my boyfriend and then I told him to stop it while cursing and he just replied and until now he hasn't chatted me either, do you think they've broken up yet? thanks"
anger,"finally caught by the police, no one helped. it's a pity, yes, the congregation is also stupid, willing to be deceived using verses of the Qur'an. buying and selling verses for the lust of power."
anger,dear [username] the recipient of the travel and tourism awards and the Skytrax 4-star LCC predilat! I have called the call center and emailed complaints to customer care many times with complaint numbers 239835 and rsv229808 why is my complaint not followed up??
fear,"opening his own business, especially since there are many examples of his friends who have fallen. Mr. B is also horrified to hear stories of his friends who often fight and bicker with their wives about family finances, especially the current situation. That makes him even more afraid to resign. That's the devil's seduction."
anger,"what's the basis for laughing? why only read one verse? i'm fine, why get angry? atheists are actually very funny to me, when they worship charles darwin with all his superstitious and ridiculous theories....."
anger,"then, even though I'm rarely with x lately, maybe we're entering a complicated friendship dynamic, yeah, humans definitely have their quirks. It's impossible to always get along, it's not fun to always get along. Then I have to explain to all of you who ask, right?"
fear,"'Liv, don't forget to remind me if I complain again.' 'Liv, don't forget to remind me that my positive vibes in the real world are starting to become rare' what else?"
fear,"It's been said that the further we go, the more worried we are about the votes. The trainees are getting better so we're confused about who to vote for, except for those who have been fans of the trainees from the start. It's impossible to guess who will debut."
fear,"I am not wrong if I ask [username], immediately order the Minister of Health to add a special room for ""mentally ill"" in every hospital. because, it is possible that after the presidential election, every hospital will be flooded with ""mentally ill"" patients. The signs in that direction are already there. currently many are stressed [url]"
happy,"Thank you, thank you very much. To God, to all the crew, dancers, sponsors, media partners and all those who supported the success of our event. And thank you to all the audience who came."
sadness,"but on the third day, it turned out we lost. two questions that we should have been able to answer were successfully taken by the opposing team. we were late in pressing the bell. we lost focus. twenty points went to the opposing team. that was enough to punish us to fail to advance to the final round."
anger,"for sale to buy a new rubicon or hummer, not bad for assets and capital to run for president. or buy another large land for ""they say"" the movement's struggle. the congregation is just like that, looking for work here and there. or extorting THR from Chinese people. oh my, what a fool"
anger,"when politicians talk about selling religion to be elected or supported....that's a sign of incompetence, no reasoning, no creativity!! #justbeold [url]"
fear,"/rlt/ I'm really really scared to be myself... it doesn't mean that I'm someone else now, but I'm holding myself back. I want to do a but I'm scared so I do b. I'm afraid that people will distance themselves 'again' just because I'm being myself... what should I do?"
sadness,"I was at the ATM, the queue was quite long. There was a mother queuing behind me with her child. I checked the balance, this child peeked and then asked his mother, 'Mom, can I withdraw six thousand?' My heart was cut, my mind was seriously injured"
happy,"I want to send my regards to [username] who is getting closer to my heart day by day, my regards also to Om Andre Taulani who wants to become the 8th member #bts \ [username] #inisahurtiketcomharike20"
love,"Doyoung's college style is like this. Simple, not much style, but that's what makes me fall in love. Basically, Doyoung suits any style. An economics student who comes to the English literature study program every day just to pick me up after class. [url]"
anger,"Independence is the right of all nations... (Jewish, Kurdish, Catalan, Coptic) as we turn a blind eye to the colonization of Yemen and Qatar. It means double standards..."
love,"I admit that I fell in love with letters, therefore I can speak to the universe even though it is only through strings of words but what I tell is about us"
anger,"Sexual harassment is currently trending because of Via Vallen.. and there are many pros and cons to what Via did. Those who are against it, maybe they should watch 13 reasons why. She has told stories about asking for help, but people think it's trivial. Telek."
sadness,"(1) The incident just happened when I was hanging out. At Manggarai station at 9 o'clock it was still quite crowded. My friend (female) was on the stairs and was jostled, her bottom was grabbed by a guy. She complained to me."
happy,"[username] Good morning too, bro, gosh it's so unpleasant to receive good morning greetings from Twitter netizens. wkwk btw from how far are you? aka from which city do you live? wkwk"
happy,hepi besdey pappa allello condropramonozld...long life healthy and prosperous lots of good fortune more pious amen ya rabb #pappa33yearsold @ pemalang [url]
anger,"Yes, I'm sorry, I live in the same boarding house as an old grandmother, be patient and say lots of prayers, because the older you get, the more emotional you become, it turns out, viewers."
happy,"one of the benefits of duha prayer, can make it easier to get sustenance. if you don't believe it, do it!!! if you still don't believe it, keep doing it!!! until you really believe it..."
love,"[username] has been following them since their debut, I love them so much like parents love their children and it is the greatest love and no one can compare."
sadness,"That message is already sexual harassment, and it's something that can't be called normal. In a culture that understands patriarchy highly, it seems unimportant, but what if your sister, friend, or girlfriend were treated like that? - keep up the spirit Gita & via"
sadness,"The fishing community in KBT Merauke, Papua, is worried and anxious because of the slow issuance of fishing boat documents, even though it takes years, even though the fishing community pays a high price of up to 20 million without the rampant illegal levies."
sadness,fyi. and the man I met at the station earlier was cold all over. his face was pale. it seemed like he hadn't eaten. he was carrying a plastic bag that only contained small drinking water :(
anger,[username] [username] many stupid people are educated to be lackeys... understand fasting but are afraid of hunger!!!. the way the people own and enjoy their land is only through their graves...!!
love,because true love comes from the heart... felt by the heart... expressed through the heart which is translated into every verse of poetry...
love,because every journey always has a story. so this time it's a story about me who can never move on from the feeling of awe of the beauty of this nature..
sadness,"It's sad that many recipes are written in non-standard ways, such as tbsp, tsp, segment, pinch, to taste, even seeds/fruit are non-standard :("
sadness,"I'll just block you straight away, sorry for my friends who have chosen their own path, at least don't be like that, we each have our own path, honestly I feel sad seeing musical instruments being destroyed like that."
sadness,the result if there is no money that is not visible. people are indifferent and pretend not to know. let alone humans... even the devil doesn't want to see you... and most human nature is more than the devil. greedy and greedy. so always be quiet and calm so as not to be judged by money. #advice
love,where does love go? love that acts like the heart of a relationship. gives a pulse so that the relationship can live until this second... aditia yudis
sadness,This is the first time I've seen a bed and blanket and I'm not tempted. I'd be more tempted to lie on the floor while fanning myself. Maybe Majalaya is on a different continent than Bandung :(
sadness,"even though I already know that I woke up and collapsed again because the contents of the fast breaking meal last night were all ice. eh, I was just studying outside, so what I drank was still ice. Hani is indeed"
love,"as simple as I love you, as complicated as you love me, hehe it's okay, I'm sure we each have alternative thoughts for the same goal! #justkidding"
love,"God.... I really miss him.... does he miss me too.... the moon... your bright light tonight... moon.. convey my greetings to him... he must have seen you there too... tell him... I really love him, I really love him... and I really miss him..."
anger,"Mr. Governor [username] and [username] here in front of [username] are always congested every afternoon. Please evaluate it, sir. [url]"
sadness,"he said it's not like me to be a fried rice seller. I'm sad to hear that, many people want to take steps to start a business, but are hesitant, afraid, and don't even have an idea. he even said that"
anger,"[username] please, improve the service again. Because the courier didn't come in, the package was delivered late.. again, the problem is the JNT Paskal Bandung branch. This is because the online shop only has JNT, if there are other deliveries, they don't want to use JNT. The service is always"
sadness,"1 month 2x break up how long did you guys go on dating? He's very unstable, he gets angry every now and then like that:"
happy,"[username] [username] yesterday, Monday, June 4, I participated in a socialization event held in Kediri, thank you for the opportunity to participate. [url]"
fear,"Besides, oh my God, this is just a regular college course, I've been late with my payments, and I even sold my car, I don't know what for, I've moved house, so I'm scared"
happy,"Who wouldn't drool at the sight of the people's money that is abundant and easy to accumulate, except for people with strong faith ://metro.tempo.co/amp/1095365/ketua-baznas-sebut-bazis-dki-ilegal-sandiaga-uno-beri-penjelasan?__twitter_impression=true"
love,"uwwhhh happy one month with unnieee! hopefully we can meet in the next months nde! love me more and more, and hopefully we can become the same family wkwkwkwk sarang what? sarangeyooo"
sadness,"It turns out I'm still stuck in the same test, the test of missing you who is nobody. A longing that tests because I can't do anything. You need to know, in this case (I mean you) it's quite draining on the heart"
happy,"special moments are not only with those who are on top, sometimes simple gatherings with friends also have meaning like that #temankobong #pagingopi"
happy,[username] success dandim1621 tts noble task together with the people successfully increased village progress success sir babinsa met noble task increasingly strong tni together with the people victorious nkri
love,"I'm listening to Zayn Malik's songs. I used to really hate him because he left 1D and he was so cocky, but since the release of the song Pillow Talk, I can do it wqwq and then I continued until now I like listening to his songs **indeed, sometimes humans often lick their own spit"
love,"and for you the woman who always love and I miss. Happy getting older dear. Happy getting more blessings and happiness in life. I, brother, I am no one in your life anymore. I, brother, I am just a stranger now. But believe me I will try to keep you in my heart"
love,"too bad, so proud. tomorrow it's my turn to show off my graduation certificate and make you proud even though not in person :') keep up the good work, guys, let's fight together! [url]"
fear,"I'm afraid my account will be suspended, don't let it happen like this. This account has been suspended before, if it is suspended again, it will enter the permanent suspension category."
happy,"I've been training for 1/2 a year and was given a task by my master to train athletes who want to go to Korea... going international, hopefully I can become a professional trainer"
anger,"I often think of it when I first meet Apsara again, ""Why do you have more and more maintenance? It's just getting fatter,"" wow, just smile and say it in my heart, ""You're a bitch, you dog"""
love,"Our friendship is always beautiful, if we are wrong we remind each other, if we are right we always support each other, but if one of us falls we laugh at each other"
anger,"I'm a bit annoyed with the guests who asked for a discount, okay, I'll give you a turn, it's almost Eid, you all ran away, damn it, I have to learn to be cruel, it seems"
sadness,"So when I was in high school, I really wanted to get treatment at a beauty clinic like Erha, Natasha, etc., but my mom really forbade it and she would often get angry if I whined and asked for treatment:("
anger,"The behavior of these losers has gone too far, they are clearly fugitives, have rude language, are intolerant, anti-Pancasila, why are they being visited? Do they really think that there are no good clerics left in this country?"
sadness,"I know that there might be a big storm ahead, it could even wipe out everything, but as I have believed all this time, it is the impossibility that I always hope for."
love,"with the spice of love I cook your favorite menu ""badranaya beef tongue stew"" ready to be served to you, my sweetheart"
sadness,"Not even 3 months I'm having a headache because of my thesis, now I have to think about the proposal again. I want to go on vacation, but I just got back from vacation. I'm not allowed to complain, but it's okay on Twitter."
sadness,"[username] said, I shouldn't be too compassionate.. I shouldn't be weak, I have to be strong... should I declare the hashtag #sizzymustbestrongagain???"
sadness,"Just playing from dusk until dawn is also very stupid. but don't forget! After clearing your schedule, you have to be consistent and say it's easy, do it, it's really hard! so just try it. It's hard at first, but later you get addicted to it"
love,I like the way you like me :')
sadness,"because we often place all our dreams and hopes on love, not on the most loving and merciful. That's why we never end (feel) disappointed."
love,"because I felt like a #friendnotboyfriendnotI asked and he said he loves me. Well, when he loves me, he wants to meet me all the time and wants to be looked at by people all the time"
happy,"Hopefully a cup of Toraja can be your friend to encourage you, let's get active!"
anger,"ah, why are we not allowed to go home via toll? It's a toll. If we go through, it's normal to have debt, we'll just pay. Besides, if we're not allowed to go through, every toll gate has a sign that says, toll is for cebong and kacung. We'll just realize it later."
happy,"[username] Happy birthday, Renoo, wkwkw, hopefully we can meet again in one group (if it's with Reno, it's okay). May you always be happy and prosperous with Oza, hehehe"
sadness,and not included in the recommendation of the ulama version of Mr. [username] but we are just ordinary .. in fact it is nice to watch it directly without recommendations .. a busy schedule for a year . inviting now for next year [url]
sadness,"I feel like I've failed as an older sibling, I don't understand what it's like to be a parent, I can still smile, I can still joke and laugh even though my heart hurts."
anger,"wow, that can't be done either. If there is a change, there is indeed a transition. But the rights are still in accordance with the job description. You are fasting in a cruel way. pukpukk. That's seniority and juniority"
anger,"This is [username] [username] You guys are funny, right? When I ordered, there was stock, but now they say there is no stock. Loreal's response is also very slow. I asked since the 31st and only responded today because I asked again, how come you guys are so unprofessional!!!"
anger,"Women who say they don't want to date because it's a sin, they just want to get married, where is it permissible, let me tell them to talk to those who are having their hearts broken because they married without love, they feel sorry for crying alone, keep them company.."
