label,tweet
anger,"@nama_pengguna x10 jangan bodoh-bodoh sangat, bos diketawain kirik...NU itu nahdlotul ulama kyai staquf pengurus NU, cebong benci Islam? Hello... cebong"
sadness,"Seperti katak dalam tempurung, kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di Indonesia, adalah suatu bentuk dogma. Sila google 'scientism'. Sila google 'arogansi alumni ITB'. Ehh."
anger,Ini sudah masuk ke proses penjualan... Tapi pas dibuka detail kok malah begini? Apakah produk sedang diproses atau diproses tanggal 11?
anger,"Aku juga ingin marah bacain komentar-komentar netizen yang memabahkan. Ya Tuhan. Gak habis pikir. Komentar-komentar seperti ini yang bikin kasus pelecehan seksual akan tenggelam begitu saja. Tidak ada hukuman untuk pelaku. Lebih sedihnya, rata-rata yang komentar jahat adalah perempuan. Mbak-mbak, kesehatanmu loh! [URL]"
anger,"Kamu mau ngomong apa. Kayaknya kamu dendam kepada Anies. Pernah disakiti oleh gubernur Anies? Salah apa Anies kepadamu? Kenapa dendam? Kamu kelompok DKI 42% yang tidak punya gubernur, Anies bukan [URL] pada tempatnya kamu mencaci-caci Anies. Salah. [URL]"
anger,"Orang yang suka memaksa juga membuat tidak nyaman dari awal. Sering banget kalau ngomong pakai kata ""harus"", ""sekarang"". yang buat dia ""harus"" belum tentu penting kan buat kita? Lagian, kenapa juga harus selalu ""sekarang""? Menggaji saja kita belum tentu boleh memaksa, ya? By. [URL]"
love,"Percaya saja kalau Tuhan punya rencana baik. Toh, setiap orang pernah berbuat kesalahan yang penting bagaimana cara agar tidak mengulang hal tersebut."
anger,"Dunia ini memang keras kalau menghadapinya dengan lembek, ya tidak usah hidup!"
sadness,"Kadang secapek itu juga membuat nahan hati untuk tidak menyalahkan diri sendiri dan menghina diri ini super bodoh dan mental tempe, tahu, risol berasa gorengan yang ampas-ampas gitu. Tapi tidak boleh karena bagaimanapun juga diri ini sudah bekerja keras berusaha"
love,SATU LAGI KALIAN DUA AKUN BASE YANG PALING AKU SAYANG. YANG PALING BISA MENGINGATKAN SATU SAMA LAIN. DAN MAKASIH BANYAK BUAT ADMIN-ADMINNYA I LOVE YOU I LOVE YOU I LOVE YOU I PURPLE YOU!
happy,"Tweet: #SalamSaum Kita harus bangga [USERNAME] kembali meraih opini Wajar Tanpa Pengecualian dr Badan Pemeriksa Keuangan tahun 2017. Keberhasilan ini merupakan kerja keras kita semua untuk mewujudkan Kementerian Pertanian yang bersih, berintegritas serta berpihak kepada petani &."
anger,"Huh, siap tanggal ulum! Sunguh menyeramkan. Kenapa tidak langsung naik kelas saja sih, ribet amat. Mesti ada ulum."
happy,"Abis take away beberapa menu Tulung Agung Pasar Baru. Sebelumnya, tiap kemari Dapy selalu makan Rawon doang. Tapi ini nyicipin 3 makanan berbeda sekaligus. Nasi Pecel sama Campurnya enak [URL]"
anger,Anak Nevolone marah karena Anton!
anger,"Enggak perlu banyak berandai-andai, hidup di dunia real, enggak seperti di film ""Radit and Jani"". Gunakan pola pikir yang logis aja sekarang sih."
sadness,"Begitulah.. Mulai perkenalan dari awal itu menjelimet. Belum pertanyaan-pertanyaan menyebalkan yang harus banget dijawab. Iya kalau lanjut, kalau nggak ya sia-sia kan.."
anger,"Mau tahu rayuan cowok kadal? Haha Kamu cantik, kok belum ada pacar sih? Kamu suka lagu apa nanti dinyanyikan? Nanti lagunya aku mainkan di Spotify Kamu tuh manis deh, bibirnya aku suka bibirmu begitu lah. Udah basi."
anger,Tapi kemarin rasanya emang benci banget. Gegara masuk kamar ada foto dia Sebell flashback. Minggu nonton liat meme
anger,"Ngomongnya sih ayo kita sama-sama sampai 12 windu lagi atau lebih.. Tapi giliran sekarang di chat ga balas, di telepon ditolak, diajak ketemu bilang sibuk.. Pokoknya ada deh jutaan alasan bullshit-nya.. Kalau mau menghindari itu bilang aja sih, gausah gitu.. Classic banget anjir"
sadness,"Jadi, jika hari ini kita dihukum atas kesalahan kemarin, ikhlas saja. Karena buat penghujatmu... akan ada hari esok giliran dia terima konsekuensi atas kedzalimannya. Insya Allah."
anger,"[USERNAME] Sejak dulu kala tidak pernah tertarik dengan acara-acara sejenis ini. Acara cuma cengengesan tidak mencerdaskan, buang-buang waktu, tidak bermanfaat. Kok tidak malu ya, bikin acara seperti itu [URL]"
happy,"Alhamdulillah di tempat kami tempat belanja lokal malah jauh lebih murah dan lengkap dari lapak sebelah, tidak usah disuruh sudah saja semua ke sana. Usaha yang ihsan dan rapi harusnya milik punya orang Islam. [URL]"
happy,"Baru tahu kalau setiap edisi [USERNAME] itu tidak cuma di-upload lengkap ke YouTube, tetapi juga ada versi pecahannya yang sudah di-cut per film. Lumayan nih untuk menghemat waktu dan kuota juga karena durasinya paling lama hanya 10 menit"
happy,"Kala mudik balik ke Surabaya, logistik bahan pangan lengkap, apalagi habis panen bakal tidak beli beras sampai beberapa bulan. Alhamdulillah nikmatnya pulang kampung."
sadness,"Balik ke rumah badan jadi melar lagi coba saja di kosan, makan buah untuk buka saja juga sudah cukup. Percuma deh menurunkan berat badan di perantauan, baliknya menimbun lemak lagi."
sadness,"[USERNAME] Min, akhir-akhir ini kualitas sinyal internet Telkomsel di tempat saya, Desa Mlaran, Kecamatan Gebang, Kabupaten Purworejo kok menurun ya? Yang tadinya 4G jadi H+. Jadi mau browsing buka sosial media lelet sekali. Kasus ini juga dialami sama tetangga saya. Mohon info."
happy,"Terima kasih aji, selamat ulang tahun."
love,"Untuk Cinta yang telah hadir, inginku berikan yang terbaik. Cinta yang bukan hanya karena Allah, tapi juga cinta yang selalu bersama Allah. Cinta yang terakhir, cinta yang tanpa akhir, cinta yang sampai surga."
sadness,Kayaknya habis ini mataku harus dimandiin pakai abu biar suci karena habis melihat adegan yang tidak senonoh di McDonald's yang tidak lain adalah adegan orang yang saling bermesrahan di depan mata hukumuu
sadness,"Puasa tahun ini terasa banget kurang khusyuknya, shalat tarawih sama ngaji bisa dihitung jari berapa kalinya, padahal belum tentu tahun depan bisa merasakan lagi."
love,"Aku rela pergi pagi untuk menemuimu. Aku rela pulang malam untuk menemanimu. Jangan tanya alasannya, semua datang tiba-tiba. Kita jalani saja. Yang penting, sayang, aku selalu ada untukmu. Tak perlu lagi kau ragu. Yang penting, sayang, cintaku hanya untukmu."
happy,"Oh buat muka.... Wkwk  kalau muka itu biar tidak kusam kadang pakai sunscreen saja setiap keluar, sering yang membuat kusam malah itu, sama pakai moisturizer saja, pakai hadalabo saja sudah bagus."
anger,"Paling menyampah orang suka membandingkan aku dengan orang lain, dia dia aku aku. Tak suka boleh pergi lah"
anger,gap sudah hitam manis laku pula daripada cuma mengaku-ngakuin pacar orang ya
happy,"Yuk kita siap-siap untuk berihtikaf di malam sepertiga terakhir, mudah-mudahan kita mendapat malam 1000 bulan, karena tahun depan belum tentu ketemu lagi dengan bulan yang penuh MAGHFIRAH."
love,"Sayang banget, bangga banget. Besok giliran saya yang memamerkan ijazah kelulusan ya dan banggain kalian walaupun tidak secara langsung. Sukses terus ya mas-mas, ayo berjuang bareng! [URL]"
happy,"Alhamdulillah ya Allah, makanya jangan kasih kode. Kalau mah ngode spesifik. Langsung tag kamu, aku, kamu, aku. Aku kan terpancing.."
anger,Idealnya memang Komisi Pemberantasan Korupsi harus meningkatkan status Ganjar dari saksi menjadi tersangka agar kecurigaan bahwa dia dilindungi oleh kekuasaan bisa terhapus dan KPK pun bisa dipercaya lagi.
anger,"200 Mubalig versi Menteri Agama, sudah disiapkan. Bahan ceramah harus sesuai dengan Menteri Agama. Lucu juga. Ceramah terkendali. Jika para mubalig menolak Menteri Agama mundur. Iya dong, kalau [USERNAME] punya harga diri. [URL]"
sadness,Udah dianjurkan suruh buka hati ke cowok. Pelan-pelan aja kata mereka. Jangan cuek banget. Belum nemu yang cocok gimana dong? Lagian aku lagi senang begini. Lihat yang pacaran emang pengen. Tapi pas lihat mereka bertengkar jadi males.
love,"Sahabat aku, ada di avatar tuh. Gue polos, tapi dia baik banget, care banget, lucu, pintar juga. Sayang dia ❤️"
fear,"[USERNAME] Tapi karena pengalaman saya yang minim takut orang-orang sudah tidak percaya duluan. Sudah semester atas, trus pas open recruitment kan biasanya yang wawancara sudah anak 2016, angkatan bawah. Suka minder gitu :( Wah ya sudah sekalian mutualan yuk, aku butuh positive people sek### (Fear)"
fear,"Terlepas dari agama tetap saja tidak mau operasi plastik, banyak masalahnya. Hasilnya kadang tidak bagus dan terlihat tidak natural gitu karena tidak cocok dengan bagian wajah yang tidak dioplas. Jadinya takut menyesal. Nanti bisa kecanduan dan merombak semua. Jadi monster plastik dong."
sadness,"Dulu pernah belajar, kalau sudah suka sama orang susah buat lihat kejelekannya dan kalau sudah kesal ya kesal saja. Sekarang kayanya hampir semua kaya begitu, rakyat mulai tidak bisa mengapresiasi pemimpinnya, apalagi pemimpin yang dibencinya. Dan juga sebaliknya."
anger,"Ya, apa salahnya si mbak dishare ulang, post-an-mu itu di grup udah tenggelam jauh. Kirim foto ini foto itu, tahu sendiri kan. Gregetan aku tu mbak karo koe."
anger,"Sering banget gua digantungin pas ketemu Apsara lagi ""kok perawatannya makin banyak? Makin gendut aja sih"" wah senyum aja iya-iyain aja dalam hati ""bacot lu anjing"""
happy,"Kak [USERNAME] lagi belajar buat ujian apa sudah istirahat? Tidak niat muncul bilang makasih sketches hari ini lucu gitu?? Atau apalah.. jangan pelit muncul ya.. haha.. kalau lagi belajar semangat ya, siapkan camilan jangan begadang dek"
anger,"Di atas langit masih ada langit tapi bagi saya kepentingan politik luar negeri harus pragmatis mendukung kepentingan domestik bukan sekedar sentimen. Negara donor terbesar Palestina AS , kemana Turki dan Arab? Kenyataan yang harus anda pelajari"
happy,"Pelayaran aman, selamat, tertib dan nyaman pastinya! Repost [USERNAME] [USERNAME] [USERNAME] #mudikbarengguyubrukun2018 #kawulamoda #lebaran2018 [URL]"
love,"Kalau kamu sayang seseorang, mau gak kamu nunggu dia sampai 4 tahun? Kasih alasan karena susah jatuh hati. Kalau satu ya udah satu aja [URL]"
anger,"Ayo viralkan adu ngaji Jokowi yang katanya tukang kriminalkan ulama versus Prabowo, calon dari Rizieq dan kawan-kawan, calon yang didukung partai Allah (ngakunya). Buat Prabowo jangan pura-pura tuli ya. Dengar tuh tantangan JK."
happy,"Sangat bersyukur bisa mendoakan kakeknya, Bung Karno, bersama anak-anak yatim piatu. #BulanBungKarno #JuniBulanBungKarno #PenyambungLidahRakyatIndonesia #nomor2untukjatim #jatimpilihgusipulputi #KabehSedulurKabehMakmur [USERNAME] h"
love,Semangat sayang... aku juga menunggu anak kita yang akan lahir.. ahaha [USERNAME] #EXO_COMINGSOON #EXO #EXOPLANET #weareoneEXO
fear,"min mau tanya, misal ada kesalahan buku pajak seharusnya PPN tapi ternyata PPH minyak bumi seperti gambar berikut, solusinya bagaimana?"
happy,"Selalu bahagia dikelilingi orang-orang baik: orang tua yang baik, keluarga yang baik, pasangan yang baik, teman yang baik. Ternyata ada nikmat lain yang lebih indah dibandingkan materi, yaitu dikelilingi oleh orang baik. Terima kasih banyak yang maha baik."
sadness,"Baca balasan Iim jadi mikir lagi, menabung bulan ini untuk menetapkan target nonton Persib dan membeli jersey original bulan depan. Tidak memikirkan masa depan ketika sudah tidak ada ayah. Tidak mungkin meminta kepada kakak yang sudah memiliki keluarga. Tidak enak dengan istrinya hmmm. Pikiranku dangkal sekali hehehehe"
anger,Kaga kemarin-kemarin saja -_- payah tuh bocah
love,"Beautiful summer in Bandung #Bandung #Cikutra #EnsenangBandung #PayingRespect
♥"
sadness,"Kalian tidak sadar bahwa ada banyak sekali orang dalam bus sewaktu kita kemarin menuju ke istana, kalian bahkan tidak mengajak mereka berkenalan. Berbeda dengan hari-hari sebelumnya. Coba pikirkan, mereka juga gugur, namun mereka menikmati perjalanan kemarin."
fear,Semoga semakin paham dan semakin takut kepada Allah SWT. Aku berlindung kepada Allah SWT dari godaan setan yang terkutuk. [URL]
love,Karena Cinta Yang Sesungguhnya Berasal dari Hati.. Dirasakan Oleh Hati.. Diungkapkan Lewat Hati Yang Diterjemahkan Ke Dalam Setiap Bait Puisi..
happy,"Selamat ulang tahun istriku tersayang, Yulyyanti Armal Prasetiyo. Semoga panjang umur, Sehat selalu, Rejekinya lancar, Tetap menjadi istri yang sholihah, Mendapatkan kemuliaan di [URL]."
anger,Umur 9 tahun omongan kaya tante-tante 45 tahun -_- Gue lebih suka sama bocah SD yang masih culun dan polos.
love,"Bibi Esta, OH MY GOD KESAYANGAN AKU BANGET, bibi baik banget. Sayang bibi wkwkwkwk bibi asik banget, perhatian banget, aah sayang banget hiks sama bibi tiada kata yang mampu mengungkapkan rasa sayangku padamu."
happy,Cita-cita Kecil: petani Lulus SD: dokter/apoteker Lulus SMP: perawat/psikiater/fashion designer Lulus SMA: ahli gizi/desainer interior/ahli desain grafis. Lulus kuliah: semua cita cita terkabul
happy,"The best of ""dongeng sebelum tidur"" makasih teh. Me purple you. God bless you. Makasih sudah bikin kopi tambah n baper malem-malem. Makasih sudah bikin aku cinta lagi sama couple ini disaat aku sudah mau move on. Makasih sudah bikin keinginan punya pacarku muncul lagi. Makasih. May Allah always bless you. Aamiin. [USERNAME] [URL]"
love,"Pantesan ada notifikasi di Facebook. Hari ini 4 tahun yang lalu video ini membuat saya semakin yakin jatuh cinta pada pandangan pertama sama dia. Awalnya adek gemas, fever melanda."
anger,"Beuh Commuter Line Jakarta-Cikarang, jangan ditanya lagi penuhnya. Sesak, bro! Petugasnya kemana? Penuh, sesak gitu, mah gak bisa jalan kesana-kemari. Atuh, petugasnya lapor gimana? Kalau ada pelecehan, hajar saja ditempat, ya, pelakunya. Bikin rame dulu."
sadness,"Setelah mual-mual karena telat buka puasa, Akhirnya sampai rumah juga, setelah hampir 2 jam keliling sama abang grab keliling kampung karena dia tidak mau lewat tol."
happy,"Abis sahur, shalat subuh balik tidur lagi, bangun jam 6.30 dan sampe ruangan jam 7 kurang 5 menit, sepertinya saya harus mengapresiasi diri sendiri karena dapat mandi, seragam, pakai bedak dan lipstik dan berjalan dalam waktu 50 menit."
happy,"[USERNAME] pasti banyak yang belum membaca manga dan merasa kalau ini remake Amerika seperti Power Marah yang baru dirilis kemarin, padahal manganya mantap, bro, dan memang sejujurnya seperti Thor dipakaikan baju Iron Man."
sadness,"Andai Indonesia-Malaysia tak perlu guna paspor, malam ini saya sudah sampai Malaysia lagi. Itulah hidup selalu dihadapkan dengan pilihan. Mau tak mau salah satu harus direlakan."
sadness,":( Muka cemberut, don't be sad, baby."
anger,"Please help cara leave WhatsApp grup yang isinya cuma 6 orang, teman dekat kampus? Tidak dekat juga, I'm faking it. Mereka sangat toxic dan meniru segala yang kulakukan."
love,"Kalo pasangan lagi sakit, rewel, atau bad mood...kasi dia perhatian & kasih sayang yang lebih."
happy,"Akan ada satu hari, kau yang ikhlas di hujat, fitnah, adu domba.. melangkah ringan di hari perhitungan. Karena hukuman di terima di dunia dengan semua ikhlas terima kejahatan mereka padamu. Dan urusan mereka, biar Allah yang tangani saja."
love,"Yang mencintaimu sebisaku, entah itu sebisa aku menjagamu dengan cara yang seperti apa. Atau, sebisa aku menjagamu dengan cara yang bagaimana."
anger,"Ngurusin neraka orang, sampai bikin hashtag #CalonPenghuniNeraka, sedangkan sholatmu masih bolong-bolong, Al-Quranmu masih tersimpan rapi di almari, dan uangmu masih belum berkurang untuk sedekah, pikir dong!!!"
anger,Hidup di zaman sekarang ini kalau hanya ingin dipanggil Ustadz saja Gampang. Berpakaian Muslim pakai kopiah Putih apalagi bersorban dengan Rapi berani bicara dengan sedikit menghafal ayat terjemahan sudah di Anggap penceramah dan tidak sebut ustadz Tidak perlu mondok bertahun-tahun
sadness,"Karena mereka tidak mengenal rasa tanggung jawab, mungkin pas di sekolah sukanya juga mengkritik gurunya, makanya kebawa ke media sosial ??"
anger,"Akibat jika tidak ada uangmu yang tidak terlihat, orang pun cuek dan pura-pura tidak kenal. Jangankan manusia... Iblis pun tidak mau lihat kamu... Dan kebanyakan sifat manusia melebihi iblis. Serakah dan rakus. Jadi selalu lah diam dan tenang agar tidak dinilai dengan uang. #Nasehat"
anger,"Rumor seperti ini umpatan apalagi, bagi partai oposisi untuk mencela citra sosok Presiden Ir. H. Joko Widodo. Gak banget deh kamu..."
happy,"Udah ah makin melantur wkwk.. Pokoknya niatkan untuk tidak pakai bulu mata palsu. Jangan khawatir bakal ada rintangan ini itu, yakin aja kalo niat baik pasti Allah bantu. Semoga segala niat dan langkah baik kita (termasuk meninggalkan bulu mata palsu ini) Allah kasih ganjaran surga ya."
sadness,Ini dia si pembuat sembab berpasang-pasang mata setelah melihat pertunjukkan boneka.
anger,"Adoh mending belajar baca dulu deh sebelum komen status orang, biar tidak salah arti tuh haha malu loh asal komen tapi salah wkwkw."
anger,"Niatan busuk banget, temen kok kamu gituin. Aku busuk nih, trus sadar, udah minta maaf, gak dimaafin nih, ya udah terus aja aku busuk. Dan gak pernah bisa difermentasi ke hal baik lagi. Makanya, sekarang biarinlah aku hidup bergelimang karma dari kalian."
fear,"Di kostan aku sering muncul, aku sama temanku selalu matiin tapi muncul lagi dan akhirnya yang terakhir kita bakar sampai sekarang tidak pernah muncul lagi. Takut banget sama ini sumpah"
love,Too much camera to look.. hahaha.. By the way  happy 3th anniversary sayang.. 3 tahun yang sangat mencabar dan semoga kita sentiasa dirahmati Allah swt selalu.. Love you.
sadness,Sumpahnya melihat blackpink jadi ingin punya rambut panjang lagi hiks :( tapi sampai kapan pun rambut panjang gw tidak akan kayak mereka heft [URL]
fear,"Jadi seperti kebalik begitu. Dulu media sosial jadi pelarian bagi saya untuk mengekspresikan kegilaan. Sekarang karena media sosial jadi lebih menakutkan dari dunia nyata, eh jadi dunia nyata yang saya jadikan pelarian dari media sosial."
happy,"Ini adalah kisah blusukan Presiden Jokowi yang saya ikuti di mana beliau mendatangi masyarakat, menyalami mereka, bertanya dan mendengarkan yang mereka rasakan, menindaklanjuti kepada pihak terkait, sehingga satu persatu masalah bisa diselesaikan. #JokowiSekaliLagi"
sadness,"Apakah benar kita lebih pantas dibanding mereka yang mendapatkannya? Kita tidak tahu, kita hanya melihat perjuangan kita tanpa melihat perjuangan mereka yang tidak terlihat oleh kita. Sederhananya, masing-masing sudah diberikan tempat oleh Tuhan dan tidak akan tertukar."
anger,"Hahaha lucu sih diunfoll mantan yang account-nya sudah gak pernah aktif 2 tahun yang lalu pas aktif lagi gue di-unfollow & makin terdengar suara untuk kebenaran, semakin bagus. Kalau benar tapi kalah keras sama yang salah, itu yang harus diatasi. [URL]"
happy,"Nasib waktu dan adik waktu hampir sama : kita sama-sama tidak niat mendaftar Politeknik Kesehatan, hampir mau cabut saat mau tes, asal mengisi jawaban, tidak ada harapan mau masuk situ. Akhirnya : diterima :) Cuma gua jurusan kesehatan lingkungan, dia kebidanan."
anger,[USERNAME] Hal biasa. Ignore. Block Sebuah bentuk pembiaran terhadap kasus pelecehan seksual. Merasa langkah terbaik hanya diam seakan dengan diam pelaku ga akan berbuat kaya gitu ke orang lain. Such logic.
sadness,Berharap aku ke dokter dikasih salep buat yang lebam-lebam biru.. Ehhh malah dikasihnya obat nyeri tablet + vitamin padahal tensi darah aku normal 110/70.. tetap aja salep mah gak dikasih sama dokternya
love,"Style kuliah Doyoung kayak begini. Simple, nggak banyak gaya, tapi itu yang bikin jatuh cinta. Pokoknya Doyoung cocok dengan gaya apa pun. Anak Ekonomi yang tiap hari datang ke prodi Sastra Inggris cuma untuk menjemput gue setelah kuliah."
fear,"[USERNAME] hahahahah anjir sama, gue waktu itu sempet takut muka gue penuh dengan rambut-rambut halus yang tumbuh gara-gara aloe vera:("
anger,Masih juga bego!!! Dia dihukum atau ditembak gak masalah dan gak ada yang bela?? Nah sibangsat Cabul kabur padahal yang bela 7 juta orang tolol. Masih gak berani juga balik?? Kenapa??? Kalau waras berpikir pasti kamu tahu jawabannya
anger,"Otak kalau sudah bodoh mau apapun posisinya, apapun gelarnya tetap saja bodoh. Seharusnya otak diisi ilmu pengetahuan bukan diisi marah. [URL]"
happy,[USERNAME] Keren banget bu menteri disinergikan lintas cinta alam sukses selalu semoga barokah
fear,[USERNAME] Semangat teman-teman!!! Emang udah banyak banget sih? Kelas gue malah baru 2 orang yang sidang:( Gue tuh gak berani sidang banget sampe dimarahin temen-temen gue hahaha ya abis beneran takut yang sampe nangis cupu banget ya.
happy,"[USERNAME] dekat rumah aku itu kue-nya,,, tapi akunya tidak ada lihat kemarin, karena kerja hahahaha, dia sering, ketemu-nya entah macam mana hahahaha, lelah nyungsep dengan banyak fans-nya itu wkwkwk"
happy,"Kepada jamaah Masjid Al-Kautsar, Dikarenakan Nasi tumpeng ayam matang sebelum waktunya, maka dengan ini pengajian tafsir masjid Al-Kautsar di ajukan hari ini. Ayo ayo wae...#Ramadhan berkah"
happy,Sedikit pun bersyukur berbagi dengan yang sama-sama berjuang mencari ikhlas mengucap syukur alhamdulillah semoga bermanfaat. Terima kasih.
anger,"Jalan Jatibaru, bagian dari wilayah Tanah Abang. Pengaturan wilayah tanggung jawab dan wewenang gubernur. Tanah Abang soal rumit, sejak gubernur-gubernur terdahulu. Sekarang sedang dibenahi, agar bermanfaat semua pihak. Mohon yang punya otak, berpikirlah dengan wajar, kecuali otaknya butek. Ya kamu. [URL]"
fear,Ini sih jadinya 422 -_- Gak berani keluar buat memanas-manasi air gara-gara diceritain siska bahwa ada 'something'. Memang dasar apel kamu siska!!! Bikin takut
love,"Ada yang begitu gencar memotivasi, karena bukti cintanya. Seperti orangtua kepada anak, guru kepada muridnya, seorang kawan kepada sahabatnya. Mereka mensupport karena cinta, tidak ingin melihat kita menyerah. Tapi, motivasi intrinsik adalah yang paling utama. Bentuk niat yang menjadi penggerak."
anger,"[USERNAME] [USERNAME] [USERNAME] Lha itu bang haji yang saya heran, kok semuanya ditumpahkan salahnya ke pak president, penyakitnya apa sebegitu akutnya ya..."
fear,"Eh, asli nih, gw udah nonton, emang serem banget sih. Aslinya tuh dia gamau ngebunuh orang, dia cuma lagi jatuh cinta aja. Tapi sampai akhir dia gak tahu kalau ketidaktahuannya dia itu berubah jadi malapetaka. HOROR WOY"
fear,Seperti itulah. Awalnya ngobrol baik. Seolah-olah dia memang orang yang baik. Lebih serem yang terselubung daripada yang terang-terangan...
sadness,"Persoalan Tunjangan Hari Raya, gaji ke-13, dan tunjangan kinerja, sepertinya bukan hal yang sepele. Baik bagi yang tidak menerima, menerima tapi terlambat, dan dari mana itu didapat."
happy,"Gara-gara [USERNAME] jadi googling berita ini. Tapi belum ada yang confirm. Duh, menanti berita ini benar! Pasangan favoritku dari jaman dahulu kala. [URL]"
anger,"Kamu nanti punya anak perempuan, mengalami pelecehan. Terus anak kamu suruh santai atau abaikan saja? Ciri-ciri bakat ibu yang kurang berkembang ini. Bodoh!! [URL]"
love,"Karena manusia tadi saya belajar apa yang ia sukai, saya belajar menjadi Gamer's, Hacking, Psychology, Tricky, memperdalam Anime, menggambar, IT, dll. bukan cuma itu, saya merubah sikap 360 derajat serta gaya berpakaian saya di sekolah."
sadness,"Walau lebaran masih lama nuansa maaf memaafkan sudah menyebar ke mana-mana. Tadi ke ATM, Katanya Maaf saldo anda tidak mencukupi. Gw coba telepon teman, eh operator juga minta maaf. Katanya Maaf pulsa anda tidak cukup untuk melakukan panggilan ini #recehkantwitter"
love,"Keberanian terbesar seorang laki-laki adalah pada saat ia berani datang ke rumah gadis yang disukainya, kemudian duduk berhadapan langsung di antara sajian kopi."
anger,"Jangan sok akrab ya mention-mention gue, mending dulu aja yang bener. Nanti kalau udah sukses jadi malingnya, baru gue balas mentionan kalian. #SalamSatuNyaliLari #BonekJancuk [URL]"
anger,"Awalnya diabaikan sih, tapi jadi perhatian banget setelah hari ini uang gaji keluar kata mobile banking tapi waktu dicek malah yang keluar cuma dua setengah persen dari gaji yang seharusnya keluar #BNI46"
sadness,"Kaget dapet berita tetangga satu retweet di Solo, masih 19 tahun meninggal dunia karena tifus dan ambeien. Diambilnya nyawa benar-benar tidak melihat umur. Innalillahi wa innailaihi rojiallah, sending Al-Fatihah."
sadness,"Nangis di pundak kamu, boleh? Aku pilu, sungguh."
anger,"Bodoh amat si :( Menemukan white rabbit pie jaman dulu, sudah diseduh terus ditambahkan susu coklat. Sudah diminum sampai habis. Iseng lihat sachetannya eh pas dilihat white rabbit pie-nya sudah KADALUARSA. Wth, are you kidding me?!"
