label,tweet
fear,"Baru 'merusuh' di balai desa. Terus pas mau pulang tadi, Bu lurah nanya, ""Mba Ulfah... itu temannya yang satu ke mana sih, kok tidak kelihatan?"" ""Hah? Teman saya Bu?""  Bu Lurah: ""Iya, yang biasa bareng, dari Senin tidak berangkat loh."" WAIT, DARI SENIN????"
fear,"Mbak Permata Puspita: ""Tuh, pasti ada apa-apa.... mbak Ulfa juga pasti merasa ini kok tidak ada."" ""....Sebentar, sebentar..."" DIA KENAPA LAGI SIH, DARI SENIN TIDAK BERANGKAT :""( Bikin khawatir saja T.T"
anger,"Hadeh ini lagi Satu Cewe yang sudah pikirannya jahat, jari-jarinya jahat. Dinikmati? Heh mbak emang penyanyi dangdut itu otomatis lonte? Lonte juga bisa kena pelecehan seksual mbaaaak."
sadness,"kamu kenapa sih galau mulu:( kamu kalau galau banyak diam, kalau lagi senang tidak bisa diam. Semangat dong kak, senang itu bisa menular ke orang-orang loh:( hehe"
anger,Sudah berjuta kali bong diberi tahu.. Pak Harto hanya kejam : PKI Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha
happy,"Sebentar lagi ketemu keponakan yang gemas, suka nya minta main berantem-beranteman. Seru sih meskipun ya risiko pada pegel-pegel nantinya, sedikit-sedikit sambil mengajari berhitung agar #JadiLebihBaik lagi nanti pas masuk sekolah"
anger,"Lalu bagaimana dengan negara? Mereka akan kehilangan banyak pendapatan dari cukai rokok. Hutang negara akan semakin banyak. Ah, itu kan hanya pembenaranmu saja. Coba lihat ini! Bagaimana? Apa pendapatmu masih sama? [URL]"
happy,"Eh tapi menumbuhkan brewok juga untuk menyenangkan diri sendiri sih, pujian dari sesama cowok bonus lah."
anger,"Kosan dekat kantor, datang paling telat, trus kalau siang tidur pula sembarangan di sofa. Teman kantor kaya begini memang perlu dikritik sih."
anger,"si [USERNAME] ini tidak bisa seenaknya melepaskan tanggung jawab ke backers cuma berdasarkan Terms of Condition antara Kickstarter selaku penyedia platform crowd-funding, creators, dan backers. Terms of Condition tetap tunduk ke hukum yang berlaku di governing law si Terms of Condition. Gue mau cari legal loophole-nya. [URL]"
sadness,Ada anak SMA habis perpisahan atau semacam wisuda sekolah. Foto bareng sama teman-temannya sejawat dengan pakai kebaya lalu di-post di Instagram dengan caption 'Nanti siapa ya yang bakal nikah duluan'. Aku langsung tertunduk lesu dan seraya ingin minum Extra Joss.
happy,"Awak sih jadi orang slow, mau di omongin a to z asal ale banyak makan, nggak cranky, berat naik udah bahagia. Masalah apapun jadi kayak nggak ada. Ibu-ibu banget sih sekarang."
anger,Ganti presiden? Siapa takut...hanya siapa calonnya? Apa si dia yang oon? Ih tidak masuk akal.
anger,"Para penipu, kasihan ibukota negara gue dipimpin sama mereka-mereka yang haus jabatan tanpa memperhatikan rakyatnya, tai buat [USERNAME] [USERNAME]"
fear,"Perginya diantar sama teman, tidak bawa handphone. Sudah janjian biar dijemput jam setengah 2. Karena sayanya ketiduran, dan yang jemput tidak muncul-muncul, bingung mau bagaimana. Akhirnya jalan kaki 2 km siang bolong. Ngeri kali lah~~ vanashh syekaleh vemirsyahh"
sadness,"Iya, kamu laki-laki, sang pengambil keputusan. Tapi kan aku juga ingin dianggap, diajak berdiskusi, dimintai pendapat, diajak mencari jalan keluar, atau sekadar ditenangkan kecemasannya. Aku ini ada. Jangan hidup sendiri. [USERNAME]"
sadness,"Akhirnya ingin berkata juga, aku tidak mau sakit, kenapa migrain ini harus datang saat lagi banyak masalah yang membutuhkan tenaga berpikir, apalagi sebentar lagi harus pulang kampung. Ya Allah mengapa mencoba."
happy,"Pengen cerita dari kemarin tidak sempat. Beberapa hari yang lalu tarawih di masjid tidak konsentrasi banget posisinya lagi apes. Gimana gak, posisi salat di shaf depan ada mas-mas pakai sarung trus sarungnya nyemplak pantatnya pas banget, ketat. Kampret, pengen ngakak tapi lagi solat. Shit"
happy,Congratulation [USERNAME] semoga dilancarkan dan dapat kesempatan memandang orang-orang di panggung [USERNAME] Break a leg!!! [URL]
anger,"Gak jamin deh. Tapi bagaimana pak Police [USERNAME], siap tidak kerja tanpa pungli dan sejenisnya. Korupsi, pungli itu bagai addicted. Sekali mencoba, ketagihan. Menambah lagi deh. #generasiantikorupsi"
anger,"Loh, kok merendahkan semangat perlindungan perempuan sih? Justru jadi cewek itu kudu tegas dan galak sama lakilaki kek gitu! Diblock aja udah..ngapain dishare2 sampe seluruh Indonesia tau"
sadness,Udah semingguan tidak ada kabar hahaha Akunya sibuk mengurus rapot sama ijazah anak Sedih Terus tidak nanya kabarnya dia juga selama seminggu Sahabat macam apa kamu
sadness,Haaa syabar aja. Beloman waktunya buat ikutt. Pemerintah aja nih yang ketumbenan ngasih liburnya kepanjangan :(
anger,"Dimohon jangan memaksa saya untuk menyertakan dimana. Harap sopan dan jelas kalau mau, jangan labil! Tidak jelas akan diblokir!!!!!!! Tentu saja yang sudah taati aturan saya utamakan"
anger,"Pembukaan tidak pernah di amandemen cebong busuk atas berkat rahmat Allah yang maha kuasa... lo baca pembukaan UUD 1945, disitu semua dasar negara R.I bong200 memang bongak."
anger,"Apa sih susahnya mengapresiasi sedikit aja sama apa yang sudah dilakukan orang lain dengan memberikan haknya tepat waktu, dikira gapnya kebutuhan kali ya? Giliran masalah kerjaan nomor 1 mau lagi izin/libur tetap aja dihajar terus! Ketjewalah saya:(:("
anger,"Ya tutup mata lah karena. Pejabat bukan cuma pintar tapi tahu etika masa dalam satu kabinet main menyerang, berani ya berani tapi etika di mana memang kabinet gundul"
happy,"Ngapain pada ramai pikir cari baju lebaran, emang harus ya? Kalau aku mah tiap hari pakai baju lebaran.. Soalnya kalau pakai baju sempit... Ngapain.. #iyaanajabiarcepet"
happy,"Lewat tengah hari, semoga harimu menyenangkan ya, yuk semangat!"
anger,"Saya tu biasa beli Shopee pakai ATM manual asal cocok jumlahnya di verifikasi otomatis, eh ini keterlaluan jadi ceroboh pakai akun sepupu saya malah tidak otomatis pesanannya kecancel ya Allah malah saya kapan ya berhenti bodoh"
sadness,"Kayanya saya kalau Shopee memang sebaiknya jangan nitip akun orang deh, mau irit ongkir apa gimana, dulu nitip Frista pesan lensa dongkan, yang datang boneka Pokemon."
happy,Terima kasih teman-teman Himpunan Mahasiswa Jurusan Diploma 3 Keperawatan Sekolah Tinggi Ilmu Kesehatan Al Irsyad Cilacap sudah berbagi kebahagiaan bersama mbah kakung dan mbah putri [USERNAME] [URL]
sadness,Gue tidak suka tidak senang sama yang namanya maling. Cuma gue juga tidak senang kalau maling digebukin sampai bonyok banget apalagi sampai dibakar dan dibunuh.
anger,"Manusia rakus bunda, menteri udah advokat dirampok juga, banyak tahu rahasia negara waktu di istana sama orba, bandit banget"
anger,"PLN memang seharusnya mengirim surat edaran maintain daerah A sampai jam 1 tetapi sekarang sudah jam 2.40, listrik belum menyala juga. Kalau terlambat sedikit bayar tagihan langsung denda ini kalau mati listrik terus dapat potongan gak?"
love,"Sebagai supporter [USERNAME] gue tidak suka Barcelona, tapi sebagai pecinta sepakbola gue suka film ini, keren lah #HeartOfALio [URL]"
anger,"Konyol banget mbak komentar anda, main ignore saja dikira hal begitu sepele banget. Dia tidak nyaman makanya dipublikasikan agar memberikan pelajaran bagi orang yang ingin punya niat goda agar tidak meneruskan niatnya jika tidak ingin dipermalukan. Reminder juga bagi."
anger,"Fahri aktivis nol isinya, mana reformasi mu nggak merubah apapun kecuali koar bebas di negeriku, mustinya Golkar lu bubarin, Harto diturunkan Golkar melenggang jaya, kata Amien Raisa bodoh"
anger,Thread ini dipersembahkan oleh wanita yang permisif terhadap pelecehan yang dialami wanita lainnya dengan alasan kejadian seperti itu banyak terjadi dan tidak ada yang mengadukan. KHANMAEN.. [URL]
anger,"Ada yang lebih menggelikan ketimbang kasus pelecehan seksual yang menimpa Via Vallen: para politisi dan partai politik memanfaatkannya sebagai ""panggung pertunjukan"" dengan dalih pembelaan korban. #HilihKinthil"
love,Kau si drummer ini lucu sih mukanya. Kek tengil tapi menggemaskan. Terus mulai dibiasakan. *sederhana itu aku punya kecenderungan.*
happy,Macet parah di Kemang. Di sebelah mobil gw terparkir gerobak mie ayam yang luar biasa menggugah selera. Padahal baru melihat gerobaknya doank.
anger,"Pernah marah karena diabaikan terus abang ojolnya malah nyolot bilang ""kalau ikutan macet jalan normal saya yang rugi neng bensinnya"" ""jauh mbak muter baliknya rugi saya"" what the heck"
happy,"HBD my lovely wife Amie Amoy .... wish you all the best, ....semoga selalu berada didalam perlindungan  SWT, panjang umur, senantiasa bahagia bersama keluarga dan kerabat, sehat selalu, semakin banyak rejeki, dan selalu menjadi wanita yang hebat bagi keluarga.....Aamiin [URL]"
anger,"Kesatuan yang mana bong200 hahaha Habibie mencopot jabatan Pak Prabowo. Itu ulah si Wiranto, karena Wiranto dipake Habibie kembali jadi Pangab. Tragedi 98, itu yang harus bertanggung jawab Pangab Bong200 Bongak yang menembak polisi."
anger,"Baik kalau soal HAM, mau tanya koruptor, waktu maling mikirkan hak orang lain ngak? Koruptor itu sendiri adalah pelanggar HAM!!! Cuma koruptor yang bela koruptor!!! Politisi bebal!!!"
anger,"Kamu belum lahir, temukan kebenaran. PKI itu zaman Soekarno berlanjut ke Orba lalu dibasmi, bisa jadi salah satunya keluargamu ya?"
fear,Jangan diviralkan nanti OPPOSISI yang biasa nyantri kejang-kejang sakit jantung. Kalau sakit hatinya memang sudah kronis sulit untuk disembuhkan.
happy,Tertawa saya meliatnya hahaha
anger,"[USERNAME], saya mencoba menghubungi yang di Cakung dan meminta di WhatsApp balik untuk bertanya tentang prosedur pembelian, sudah 5 hari sejak Jumat tidak di-follow up. Apakah demikian pelayanan Maksindo?"
sadness,Temananya laki gw almarhum itu Meninggal Waktu pada hidup Mengintil aja kemana laki alh gw melangkah mengikuti Suka menelepon nelpon ke kantor Perpanjangan kata-kata nya suamiku almh waktu jatuh cinta Kasian gak bisa datang di rumah duka RS Husada Orangnya senang ketawa Combilang laki ku Aduh sedih
sadness,"Woah... buat urusan difitnah, dimusuhin, dibikin gamau sekolah gara2 gaada yang mau temenan, trauma setiap minggu malam karena besok paginya sekolah, dibikin malu didepan banyak orang. Aku sudah melewati itu semua."
sadness,"Rencana gak pulang mau garap project, ternyata gak tersentuh sama sekali.. Tau gini mah, pulang weh dr minggu kemaren.. hm, hikmah ramadhan: mungkin emang perlu melewati ini, yah buat belajar aja"
anger,"Menurut dia, tindakan itu bukan pelecehan seksual? Benar kan kata gw, ilmunya pada enggak dapat. Jadi enggak ngerti deh apa-apa saja yang termasuk pelecehan seksual [URL]"
anger,"Dear [USERNAME], saya kirim dokumen penting dari Jakarta - Surabaya makanya saya pake YES. Kirim Senin 4 Juni seharusnya sampai Selasa 5 Juni. Sekarang sudah hari Rabu, kenapa belum sampai juga? Kan bikin emosi!! Saya sudah bayar lebih pake YES, kenapa tidak nyampe sehari?!! Nomor resi saya: 011060039617518"
anger,"Yaelahh ente pasti dari partai sayap? Kurang jelas ente? Junjungan ente tidak punya nyali kalah sama Ahok berani hadapi kasus. Lebaran telah tiba, pulanglah... atau tidak ada perasaan."
sadness,Ada mama murid yang meminta anaknya masuk di kelas saya. Di saat yang sama banyak murid yang putus asa ketika tahu bakal masuk di kelas saya karena rumor yang beredar saya guru galak
sadness,"Siapa yang melakukan itu ke aku? Ya, teman-teman yang mostly adalah perempuan juga. Udah gak heran melihat perempuan dijahatin sesama perempuan. Aku pun mengalami"
fear,"Tapi sekarang ini, entah sejak kapan, pemikiran saya berubah. Kalau saya kepikiran untuk share hal yang gila, saya akan mikir seribu kali untuk tulis di twitter atau Instagram. Kenapa? Jempol netizen tak bisa dikalahkan."
anger,"Nah, yang keterlaluan adalah kalau ada pejabat eselon yang menyalahi-menyalahi pelaksananya atas suatu kesalahan dokumen yang dia tandatangani/paraf. Istilahnya enggak mau disalahkan. Padahal tugasnya pejabat itu ya meneliti dokumen sebelum ditandatangani/paraf dan bertanggung jawab atas isinya."
fear,"Jadi seperti kebalik begitu. Dulu media sosial jadi pelarian bagi saya untuk mengekspresikan kegilaan. Sekarang karena media sosial jadi lebih menakutkan dari dunia nyata, eh jadi dunia nyata yang saya jadikan pelarian dari media sosial."
anger,Namanya juga SENGKUNI pak! JANJI mau JALAN KAKI Jogja-Jakarta juga TIDAK DIPENUHI. SENGKUNI!
happy,"Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yang ku harapkan, tak seburuk yang ku bayangkan, ku tetap berdiri jalani hari penuh warna (yang ngerti pasti pada nyanyi)"
anger,Maklum pak... Jakarta itu sarang gerombolan radikal! Tapi ditinggal kabur pentolannya ke Mekah!
sadness,Duka ku karena tak mampu katakan sedihku karena sakitku!! #ini serius #serius cuma tulisan #tulisan dari lubuh hati #hati yang cukup dalam #tapi gak dalam dalam banget
anger,"Enak ya metal bong... Bobok di hotel prodeo. Dipecat Mak Mega. Hahaha. Makanya jangan sok metal lo. Kelar hidup lo... Terjerat operasi tangkap tangan, PDI Perjuangan pecat Bupati Purbalingga. [URL] lewat [USERNAME]"
sadness,"13:23 WIB Saya benar-benar kehilangan sosok laki-laki yang merawat saya dari kecil, mendidik saya, merawat saya, melindungi saya. Dan saya benar-benar kehilangan. Semoga tenang di sana, semoga anakmu ini bisa menjadi anak yang berguna."
sadness,"video yang di atas yang tulisannya ""dulu"" itu pas kapan? Di Indonesia Law Center jugaya? Bahas tentang apa itu? Iya kecewa sama Pak Mahfud. #IslamSelamatkanNegeri #SedihRasanya"
anger,"[USERNAME] guys ini gimana nih wifi gangguan mulu? Jangan mau kalah lah sama indie home. Kalau sampai besok masih gangguan, gue pake indie home aja lah"
sadness,"Baca buku ini di awal senyum, di tengah-tengah senyum miris, di akhir senyum pasrah. Nuhun bung [USERNAME] #bukugariswaktu #fiersabesari"
anger,"Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura-pura gak denger. Capek juga soalnya."
anger,Mardani & [USERNAME] MINGKEM TIDAK bisa JAWAB ! Makanya Masyarakat CERDAS #JanganPilihPartaiOposan MENYESATKAN !!!!!
sadness,"Itulah pentingnya materi kode etik diajarkan sejak Sekolah Dasar, atau minimal ilmu-ilmu dasar untuk berbuat baik, sopan, teratur. Kalau enggak ya jadinya kaya gitu bablas, enggak peka keadaan. Gue lupa dulu Bimbingan Konseling, atau Pendidikan Kewarganegaraan atau Sosiologi dan Antropologi bahas apaan, ya ada si kesananya tapi enggak khusus, jadi enggak ngena."
anger,"Pas masuk sudah bilang, iya soalnya saya bingung ke sana di mana-mana macet. Duh kenapa juga ambil orderan saya Pak. Ini belum jam kantor pulang lo. Macet juga lampu merah doang. Jalan. Belum tahu Cikampek sama JoRR nih."
happy,"Namanya Anis. Sudah selesai S1 walaupun belum resmi. Lagi dalam masa bahagia banget karena sudah lulus, tapi masih sendiri. Ya kali ada yang terpesona."
fear,"Mbak bulan, oh, Mbak bulan, datangnya sekarang saja ya, jangan tanggal 9 seperti biasanya, kalau kamu datang seperti biasanya, nanti kemungkinan ikut sholat Id-nya 50:50, Mbak bulan."
happy,"Keambian siang ini buka situs online trading sekuritas. Lihat indeks saham warna warni trus klik-klik cantik bego ke klik tombol beli, kirim, and sukses."
happy,"Contoh - Belajar prinsip. Memegang prinsip lebih teguh. Karena godaan yang bikin goyah integritas ternyata banyak. Senang bisa berteman dengan banyak tipe, menghargai. Belajar lebih dewasa, tidak gampang pundung. Bahagia di setiap keadaan wkw karakteristik. Belajar memahami"
anger,"Ada korban pelecehan seksual berani menyuarakan pendapat malah di-bully, dibilang lebay, ironisnya, tidak sedikit kaum hawa yang ikut-ikutan menyinggung. Kayaknya kalian terbiasa dikirimi foto organ intim deh, empati buat sesama perempuan jadi tidak ada."
anger,Damai taik lo.... SOEKARNO yang membubarkan PARTAI ISLAM MASYUMI.. DI ZAMAN PAK SOEHARTO DIBOLEHKAN KEMBALI.. MASYUMI MENJADI KELUARGA BESAR BULAN BINTANG LALU PARTAI BULAN BINTANG 1998 BEGOK DUNGU SOK TAU CEBONG200 [URL]
anger,"Ada cewek kena sexual harassment dan dia berani membuat speak up eh malah dinyinyirin. Yang nyinyir cewek juga. Huhu heran deh sama netizen, di mata dia semua serba salah. Dasar cebong"
happy,"Orang Old Money datang ke kandang, pakaiannya sederhana, hanya kaos oblong dan celana training, mau juga keliling kandang untuk memilih sapi. Tapi sekali transaksi mencapai 3 juta. Yang epik lagi, beliau orangnya taat ibadah dan royal. Punya anak masih gadis nampak?"
happy,"Gara-gara [USERNAME] jadi googling berita ini. Tapi belum ada yang confirm. Duh, menanti berita ini benar! Pasangan favoritku dari jaman dahulu kala. [URL]"
love,Baru lihat dan benar-benar mendengarkan secara seksama Nissa dengan Sabyan-nya yang sedang naik daun itu. Asli tidak ada rusak-rusaknya suara flawless bening banget kaya gelas beling abis dicuci pakai sunlight jadi bersih bersinar gitu deh. Heran.
sadness,"Innalillahi wa inna ilaihi rajiun. Kabar duka kembali menyelimuti Aceh. Pewaris Kesultanan Aceh, Teungku Putro Safiatuddin Cahya Nur Alam dikabarkan meninggal dunia di Kota Mataram, Nusa Tenggara Barat (NTB), Rabu (6/6/2018) sekira pukul 06.45 WITA. [URL]"
sadness,"Yang ingin S2 tapi terasa sulit sekali menggapainya. Yang sudah dapat anugrah jalan mudah untuk S2 malah tidak mau. Ya Allah, kok begini dunia ini Engkau ciptakan?"
anger,"Lambat laun kok makin tidak jelas dan semakin kurang ajar. Gue sabar. Jujur ya, gue tidak pernah dan tidak mau secara frontal maki orang. Gue bilang baik-baik, nasehatin. Secara adik-adik."
anger,Pernah suatu ketika tetangga depan rumah saya tidak sengaja berpapasan ketika saya mau keluar rumah. Tiba-tiba dia mengedip mata ke saya. Dih jijik banget yaaa Alhamdulillah...
anger,"Walaupun sakit hati, tapi saya tahan untuk tidak menyerang balik dengan makian. Pantang saya berkata frontal. Sebisa mungkin saya tahan. Dan memblokir adalah solusi yang sangat tepat!"
sadness,"langsung ku block saja ya, maaf nih bagi teman-teman yang sudah memilih jalan sendiri setidaknya janganlah kayak begitu, kita ada jalan masing-masing, jujur sedih aku lihat alat musik dihancurkan begitu."
fear,"Bukannya bersimpati aku liat akun kayak begitu malah jadi seram, malah jadi takut soalnya videonya dia menghancurkan dengan cara brutal dengan cara pakai kampak terus di posting begitu. Sedih sekali lihatnya."
anger,"Niatan busuk banget, temen kok kamu gituin. Aku busuk nih, trus sadar, udah minta maaf, gak dimaafin nih, ya udah terus aja aku busuk. Dan gak pernah bisa difermentasi ke hal baik lagi. Makanya, sekarang biarinlah aku hidup bergelimang karma dari kalian."
happy,"Lagi sibuk mengedit konten di ruang tunggu tapi kok sekumpulan nenek di depan saya seru banget ya. Mereka lagi ghibah ternyata. Hal ini menunjukkan bahwa kapan pun dan di mana pun, ghibah itu asik"
happy,"#MobileLegendsBangBangID Main di BRAWL langsung saja ""CHANG'E"" memimpin top kill dengan MVP sekaligus emang ini Hero GGWP, Hero baru di normal server ini top lah lebih top soalnya Hero Mage adalah role kesukaan saya selain Hero Tank. Sukanya di skill-2nya itu loh.. Buff lagi deh [URL]"
love,"Ada waktunya, sayang berubah jadi butuh. Perhatian berubah jadi pengertian. Percaya berubah jadi yakin. Itu semua akan terjadi kalau kamu dan dia saling melengkapi. Tidak mencari kurang. Tidak mencari salah. Tidak mencari yang lebih."
sadness,Anak zaman now tidak tahu kalau dulu mau testimonial dibalasnya seminggu mana harus membuat URL sedih skrg pendekatan tinggal match no match di kinder senang #RecehkanTwitter
sadness,"Ijazah mendadak terselip tu, langsung tiba-tiba kebayang perjuangan di kampus, penelitian, skripsi, dan sebagainya. Emang ya memang gak ada dulu, baru berasa."
sadness,"Kadang ingin begitu kembali lagi menjadi anak sekolah dasar, pulang sekolah tidur siang, bangun-bangun main Harvest Moon/ Pepsi Man sampai [URL] memikirkan Ina Inu."
anger,"[USERNAME] [USERNAME] Tolong pencerahankah, saya sudah melapor ke hotline dan mention ke sini, tapi tracking paket saya malah ke Purwokerto itu!! Tujuan paket saya KAIMANA Papua Barat bukan Kalimanah Purbalingga, kesalahan ada di pihak anda yang salah"
sadness,"Kasihan karyawan bapakku ini, mau lebaran malah jatuh sakit dan masuk rumah. Dan sekarang mudik terlalu cepat ke kampung halaman. Gusti Allah kadang memberikan hal yang tidak terpikirkan oleh manusia. Sebagai manusia ya cuma bisa menerima."
sadness,"Kehilangan lagi salah satu karyawan, dan tepat sebelum lebaran. Kembali lagi aku dipusingkan untuk mencari penggantinya, karena mencari karyawan di pabrik tahu susah dibandingkan mencari orang untuk jadi tukang parkir."
anger,Masih juga bego!!! Dia dihukum atau ditembak gak masalah dan gak ada yang bela?? Nah sibangsat Cabul kabur padahal yang bela 7 juta orang tolol. Masih gak berani juga balik?? Kenapa??? Kalau waras berpikir pasti kamu tahu jawabannya
happy,Masih belum terbiasa dengan tweet mereka pakai Bahasa Inggris. But thank you [USERNAME] for making it easier to watching them [URL]
happy,"[USERNAME] [USERNAME] [USERNAME] Terima kasih sudah tertawa semoga menjadi amal soleh di bulan mulia, bisa membuat sesama hambaNya ketawa bahagia"
happy,"Antri di bank situasi: mbak dapat nomor antrian berapa? 227 buk, ini ambil saja nomor antrian biar cepat ---200 dalam hati rejeki anak baik"
anger,"Apa sebutan yang pas untuk pasangan muda anak satu, tinggal di rumah orang tua cewek, anaknya dijaga in ibunya selagi mereka kerja, eh pas lebaran malah ditinggal ke rumah mertua sebelum salat Idul Fitri dan sungkem an. Semoga besar pahala yang dikasih ke ibunya. Woi anaknya, sadar kek!"
