label,tweet
anger,[Username] [Username] Handled by who was so stretched and then he told the other Bonek to be beaten by The Jak without the story why he was beaten by the other dolls to defend him so much so noisy then his friends told the others to say that Bonek was attacked by theja
anger,"Already dizzy.in the chatting brother, which one has forgotten because there are so many who became my driver.then chat with a child who is a class who chat really ""Lum Bubu Si?""want to vomit !!!"
love,"Taking away my Egoku is not an easy thing, with gentle love you solve the hardness of my heart, luckily I have you."
anger,How can the people prosper #JatengDARURUTKORUPSI #JatengDARURUTKORUPSI #JatengDARURUTKORUPSI #JatengDARURATKORUPSI #JatengDARURUTKORUPSI #JatengDARURUT Corruption
love,The first introduction to Laruku was when they became ending Song Samurai X.immediately fall in love
anger,"This world is indeed hard when dealing with it softly, yes, not to live!"
sadness,"Sometimes I want to go back to being an elementary school child, go home to school, wake up playing harvest moon /papsi man until [URL] thinking about this."
sadness,"Plan: Want to share food to the neighbors because it approaches the holiday.Okay, the tradition of ""ater - ater"" (if at home) reality: he said ""here, there is no habit like that ......"" Krik Krik ends with, *okay to those who want it later if you want to break the fast *"
sadness,"Valuable lessons from the Palestinian and Israeli Civil War.Fellow brothers must love and love each other not to kill each other on a sustainable provocateur who wins, not both parties who won the victory.on behalf of their Lord war."
love,"Every beautiful woman in her own way, does not need to be praised let alone feel competed.Start by loving yourself."
sadness,"Cry on you, can you?I'm sad, really."
sadness,Then the topic made me emotional after I wanted to cry but had to stand it because at MCD.too sweet to be true
happy,"Wow Cadassss.The office friend who is ODP today, has been free from his 5 -year official bond fine.great times we have to wait next year"
fear,"Francey was a little surprised when he heard you shout at him.As if his soul jumped like someone who was watching the Jumpscare section in a horror film.Fancey's face changed, he was a little horrified with the woman next to him."
anger,"Try where there are friends like this, O God :( the case can't get 3 months suspected of being suspected of being, pregnant with naget, yes, and happy meal -_-"
sadness,It is difficult to accept the reality indeed that there are some who think when we interact with one person from one particular group we immediately say certain groups for a moment without us studying in full and claim ourselves are the most correct.
sadness,"want to say miss, but who is, I want to be jealous, not anyone."
fear,"scary, just open fb eh there is a lot of notifs, this guy is all out from the beginning w for fb until now :) continue to be unclear, please leave me alone"
sadness,"They are people who managed to continue for me to fail to work on KTI.I don't have a typing just one word, ""Let's take a photo first"".And unfortunately I was tempted"
happy,"Fortunately, I have found a guy who loves me with me as I am everything, my dilapidated, more lack of this ... I can't express anything, besides being grateful and grateful"
sadness,"When they see the whitish children of fire victims, their environment does not support.His younger siblings are really brave with older people, no manners.Seeing the condition of the SPRT, some say that today's children are stubborn.no guys, if their environment is good, PST isn't like that"
love,"After decades, now riding a motorcycle together again with Kang Endang, the son of the late Wa Iyot.Although rarely meets the bond of affection that continues to be maintained between us.Remembering as a child ... [url]"
fear,"really dilemma want to fart but afraid that those who come out gakuma gas, want boker but not mules"
fear,"[Username] I am already afraid of this because the average one who wants FK at school is just a average parallel child: "") but also if it's a different univ"
anger,"You haven't been born bong, ask your mak ... let it be clear ... PKI is the Soekarno Bong era continuing to the New Order and then eradicated, can you be one of your family ??"
anger,"CC: [Username] [Username] Ko [Username] Mingkem in just 2 weeks 2 PDIP Regents hit by the KPT OTT, the more champions of corruption !!![URL]"
sadness,"Different from me who has a little assignment complaining, lazy to study, a little test does not enter.If you see them, they want to cry, they can live in a slums, you can just go to school, you're so happy"
anger,this must be imprisoned [username] must be reported ... this is the person who divides
happy,"#oldmoney or not drink aqua glasses, then the plastic cups are slipped to the rear tire of the pancal bicycle, so that right when the exit sound is like the exhaust"
anger,"I think this new party is the contents of people who seem uneducated, especially religious education ........ for bro [username] you should not have to serve people who want to quickly get pop"
happy,"the story last night wanted to disperse, eh doi a lot of tasks, I wanted to meet after that the motorbike was brought by a cousin and finally met the middle 2 hours with red eyes, mukacapek, sleepy, siaaaan w thanks you"
anger,"#curvanordpersija #curvasudpersija #rojali #asukabeh you are weak, you are not our level jak.ojok lali mat.[Username] [Username] [Username] [URL]"
sadness,"The pain of your heart because in dzolimi, make it a magic sandpaper to shape yourself that is more strong and strong ... forming yourself wise and doing more virtue"
fear,"Look at the Vlive yesterday, I hold Jae's cellphone and today Jae holds the cellphone do you get scary if the screen is locked and then they can open the mobile lock with each other using fingerprint? !!!!!!!!!!!!!!!!!scary"
fear,"Gapaham every time in a public place continues to be alone, just afraid every time there are guys who are close even though they only ask small talk or say hello or say assalamualaikum, aing degdegan half dead, O Allah"
anger,"Surprised by Rkhup Ngawur.The one who designed was inconsequential too.until not considering and involving other parties.Elo-elo members of the designer, don't be at will make the RKUHP to benefit from yourself.Surprisingly, I still feel at home eating haram salaries."
love,[Username] [Username] Wonhee is really beautiful:
happy,happy birthday to us [username] and happy 6th anniv wkwkwk soon we break up huhu I have to find a new boyfriend: 3 [url]
anger,"[Username] [Username] [Username] Br out of the cave huh?You don't know your president is threatened with killing, chaotic?Ma.VIRAL VIDEO.I don't know if you don't know.bad"
sadness,"Nearly 7 years in Jogja.Now again packing the feelings yesterday already in installments brought home.But still, still feels a lot.Even though the clothes are just."
anger,"Other countries think about how to develop life in this vast universe, this person thinks like this, only spending energy and energy, wasted time.Pantes this country does not advance if you play like this.[URL]"
fear,"Then imagine something was standing there, observing you.It was clear that the ritual was what brought the creature here, but I did not understand what happened at that time.My mind is too filled with confusion and fear."
happy,"I try to listen to the album.continue to fall in love with sealbum identify !!!After that, I started watching his debut era.Naaah 2 months after learning a little.comeback just right."
fear,yes ..... Allah ... hopefully 2019 there are no more super heroes in the DPR
happy,"This animal has been a count for fishing enthusiasts ... Alhamdulillah, now, it turns out that perseverance, perseverance in defeating everything #NATURAL NATURAL FOOD !!!#Budidaya Silk Worm [Username] [Username] [Username] [Username] [URL]"
love,"From the first, I liked to go, every time I play the game, I'm sorry, if the mother often follows Nimbeung, bro #cinta #kiddos #play #games"
sadness,"If you ask you close to the ABG?Boro-boro close, we know.Sangking is not close (getting along) when the beginning of college was told to be at home for ever fighting physically playing"
anger,"In the end, money maning, money maning, is there really a money?just to pay for the area that is told to pay using the APBD ... Haiyaaah ... [URL]"
sadness,Congratulations to go home!Have a happy jam!pdf
happy,"The Greatest Showman is a musical film.60% of the contents of the film sing2.And because I personally like this KEK genre, so 2 hours don't feel at all.It feels like to join in singing while dancing."
happy,"Left by my partner going home, fighting alone continues to be every night.but thank God there are those who help, gooks .. maximum bet brothers, free coffee first."
sadness,"For 7 years in my world, my world is saturated with himself and his world may be full of me.Our world is running so happy to me but maybe monotonous for your mother.I know that there is a boring time for him and he wants to go from me.I know without him having to say"
sadness,"I am only God's creation, not a superhero let alone angels.I can only do what I do deck."
love,"Because of love, the reason I smiled this morning"
love,"It's a shame to them, until if they see them, they are not just right, until crying, wkwkw, I don't know why I can be this happy with them, maybe because they see their struggle so far, what else they really love iconic:) [URL]"
sadness,"Mr. Deputy Governor, I am different politics from you ... but after you are bullied the German trash can is concerned.try the hub mas [username] later I will present about the handling of scra integrates and cheap waste."
love,"Hi good morning before noon, the spirit of running the day don't forget to start the day with DSS yes God Bless U wants to hug you, just cold, miss Juleha <3"
love,"Why are couples often likened to ""home""?Because of comfort with him as comfortable as at home, you can be anything, you always go home"
happy,"For some time, let us work as subordinates, later we build our own business, so the manager itself, so the boss itself, so farmers are always proud of their own business.#NONELSE"
happy,"Mak grave!Then I got up from my seat.turn off the Wi-Fi channel, and pay coffee.I left Kajen.Turning to the mosque of Si Mbah Ronggo Kusumo, Ngemplak Kidul which is behind my house.Join friends, Nabuh Beduk."
sadness,"Cut papaya, lychee, blueberry.Make Overnight Oatmeal and Honey.Instantly I feel healthy.....even though it's eaten yet ~ all are just a miracle ..."
happy,"Iqra '= Read .. Read even though only one sentence ... who knows fun ... eh instead it becomes a separagraph ... you know ""has already been a chapter ... and finally one book ... [URL]"
fear,I'm afraid of acc into suspend or don't arrive.This ACC has been to suspend KL to suspend again into the permanent suspend category
fear,"So afraid, I often take photos of children.But don't use Flash / Blits, because it's aware that it can be dangerous if you get a direct light.but mom is not just a picture"
anger,"[Username] What kind of requirements are Traveloka actually asked?can't it be given more detailed information?Is the address not according to KTP?Salary is not large?A handsome face?And with the phrase ""out of luck"", how come the impression is like a lottery?"
happy,"I want to tell you that he can be familiar with the Susin, which is only 2 months of work.I think it's already very familiar, just like a school friend."
anger,"Norak Christmas Clothing Jilbaber & Dogs You have been welcomed at the Hotel, O Intel Satan [Username] [Username] Apep Ahmad Tardiyana Urbane Dog !!This is just a pattern of intelligence in your intelligence to follow the people then taekkkk !!Terror devices again you install in the collaboration room with the Taek Hotel!"
happy,"This is just the idea of ​​Professor, so that it is still a junior compared to Professor Cebong Anu, this one is more qualified and has dedication [URL]"
sadness,"wake up looking at the post Anjay, I don't know yet ...I'll just look at the night, I wrapped the photo at the same time I want to cry for sure."
love,"The most beautiful and happy life in which God makes us always in His love and where there are still parents we love * Happy National Children's Day * keep trying to become a child who can make parents, religion, nation and state azure happy"
happy,"Sometimes friends are not enough, you also need a family in the land of Rantau.Thankyou for being my second family here guys, only in front of you I can laugh satisfied and not jaim."
fear,This supporter brawl is what makes the connoisseurs of ordinary balls I am afraid of watching directly at the stadium.
anger,"Kapooook I won't want to meet SM.EPUPU BANGSAAAT AJRIT Corruption fraudsters just doubtfully shirking, you're not a long time ago you just look at it"
anger,"Somplak yes sis hahaha, I want to not show the office people who are trying to convince me about this flat earth ... read Alon Alon, bro"
anger,"it's true ""good people must be the same as good"" evil yes the same as evil ""cheating artisan with the cheating craftsman too, then marriage together in cheating"" a mate is a reflection of himself, so a lot"
sadness,"The sad thing is that there are those who think that Via Vallen does not feel very harassed, instead wants to ride prestige in order to achieve the vitality and it was revealed by a W.A.N.I.I.A.A Addeh, already a victim, fellow women too.Though normally have to support each other, empathy [URL]"
anger,Not what kind of person is in the head directly released by ND Koar-Koar on Social Media ND is not like Tere Liye or even Mario Teguh who can issue wise words ND inspires when it is down or even happy.but actually pen koar-koar too
happy,"When I was combined with my student, ""Beautiful mother og ma'am,"" then I salting and you answer you are also beautiful ... then emph .. said to be young and I am more speechless .."
anger,"No need to think far tomorrow who is your leader, thinking about the meal later first.If you still hope to get takjil saur on the road, fix don't need to be pretentious coar"
fear,"Every time George Ketip2 asks for a drink, always want the incident in Thailand ma [username] .. we use a motorcycle there (the shape is similar to the Honda New Supra) and it doesn't want to be filled with gasoline, and how much money is the seller, don't we fill in kerosene, right?.."
happy,"So now my father doesn't give a THR, for children, he is available snacks, or small brown package, for sharing, similar to Halloween in amrik like that"
love,you are you dear
sadness,lack of understanding can love can also hate but not-ever want to know
happy,"I am very happy to hear that congratted the trial will be waiting for the graduation, there are those who are coupled with Yuhoee"
happy,"we who don't have anything and not how much this is called my friend, just cool cool, instead it turns on a peaceful bald as good as it is great uiiy"
fear,"Buy compote to break the fast.usually run out but not.Want to be thrown away dear, want to be fearing stale.Remembering KT Nyokap 'Who knows his blessings at the last exhaust'.finally with all the body and soul I spent the compote"
love,If we love someone ... try to appear as is ... because true love can always accept our strengths and weaknesses ....
love,"I love them O Allah.I want them to be happy in their entire life, their pen is successful, get a good match, have a lasting household, have funny children, I always pray that we will not be together until it's big, so mother, until grandmother."
sadness,"What's the difference between you who always stay linger, go far, and ignore when problems come.with my statement that ended.#ThinkIFYUHAVEBRAIN"
anger,"The boarding house near the office, came the most late, then if in the afternoon also sleeping on the sofa.Friends of the office like this really need to say tai anyway."
sadness,"Naturally, if a guy is crying because of missing?The problem can't be at all to meet hehe.Lebay or not?No, that means it's dear.Nahan miss until crying rarely, I meet the rich like that [URL]"
anger,"Cigarettes are opium, that does not mean I can't stop, because in fact I can also stop with full awareness.But difficult.It will be easier to prevent the prospective smoker than advising the stubbornness who has already worshiped and served in cigarette smoke."
fear,"So the story was late at home I was at home again, right?My home environment is so quiet, it's scary.well, it was around 12 o'clock at the time of my lights, like someone was dropped, it immediately died, right?"
fear,"Why is it Parnoan.I'm big.Still just haalu, afraid of Sitin.Imagine shadow.I dare to take a shower in a state of obstacles while imagining the scary.there is a sound I am the original lemes until it shuddered really pdhl not strange"
anger,"that's called slander, sister, there is no proof of slander other people corruption ... remember that this world applies a sowing system, maybe you cover your badness by slandering other people ... I know all the corruption and your hidden jobs .."
anger,"[Username] I think you deserve to be ridiculed by many people because if you want to be appreciated then respect other racers, especially those who are far more senior than you"
love,"Ma'am, what do you want to bring your father's belongings?Daddy's clothes?But you can't use it if you have clothes.Sarong, do you want?Sarong, yes, what you used to use to the mosque.So that if you miss you can use it.Mother get it.Ma'am, hopefully you can meet again as soon as possible.There is your love in your smile."
love,"If possible now I feel how much I love you, it does not mean crap or excessive, because I can't deny that is what really happens now.I love you dear."
happy,"Because when the day of coffee then listen to the songs of old school elementary school rich tangsan, Ello, Andien, Audy.then now make another song playlist who is the same age 2004-2005."
anger,"I learned from IG accounts who often post fun photos, from the reasonable mpes who are vulgar.And I pay attention to often the owner of the account ignorant with many dirty words and sentences, finally a justification appears that it does that like that (pain calling in the real world) is natural!"
fear,"[Username] Trend.Market demand is like that.I want to be a good influencer, because I like to play games, want to influence people to buy original games but I'm afraid to talk in front of the camera :("
sadness,"I was learning to be strong.It's not very easy.Moreover, both things (obstacles & amp"
fear,"[Username] I really want to be a little tasting about the capital market.But still not brave, the effect of the knowledge hasn't been a lot of times.Afraid that the fall becomes a ""donation"" not ""investment"" hahaha"
anger,"[Username] [Username] [Username] [Username] [Username] .... Hi sister's mouth smells, in my office there is an English office boy really great ... then why apparently ... ???What is needed is innovation and the ability to work with language ... !!!"
happy,"So yeah, after four years, we finally joined the book Collection of Short Stories Own.The title is #TSYGMC.This book is published by [Username] in physical format and e-book.#WORKSHOPCERPENKOMPAS2014 [URL]"
love,"What if, when you feel that what you get now is really for you, you find him who you have loved in silence, apparently also loves you, in silence."
anger,yes you are a selfish person
anger,"Oh my motorbike don't like to huddle on fly over daan mogot, traffic jams [username] [username] [username] [username]"
sadness,"Wrong Those who produced a disappointment.Disappointment that basically has no strong reason.However, when all situations have returned to clear.It becomes something funny to remember."
sadness,"Wow, this is really this, bro, I'm at work often I don't get things.they (guys) are the same as the jokes, the girls who think I am the wrong one, why is it like this"
happy,"[Username] [Username] Now I take the KRL KRL, continue the TJ bus, transit from the KRL to the TJ bus walking, from the TJ stop to the office also walking.Agree, sir, public transportation+walking for last mile ride is less than 1km."
happy,Viral right ... so that everyone knows that the Indonesian government is indeed better to be led by Djokowie ... the spirit of Gaeess [URL]
fear,"According to Cak Nun, a person who does not believe in the hereafter, is logical in disbelief.Sharia ', he is infidel.But Cak Nun doesn't want to say mega infidel but he's a person who doesn't understand."
happy,"I strongly agree with supporting whatever the Regent of Kutim decided to clear the village boundary of the sub -district village and the licensing of the company's location of the designation in order to improve the economy, health so that it is calm and always safe .. [URL]"
love,"But yeah, your sin is a lot with me.But I still love it, muahh"
fear,"W Blg to Bude W that W is very scared.Then the cats were expelled.And outside the home cousin W has been ready to carry the cat.w can only adhere and think yaallah, hopefully my future will not be related to cats"
happy,"Hopefully a cup of Toraja can be your friend's friend, let's move!"
fear,I have never used skincare because I am still afraid.
anger,"From last week, it's annoying ... Eh, today there is an additional ... promise at 10 eh, how come I queued up in line with BRI Iki Piye to ...?I was upset .."
sadness,"Kadamg like that if you work group, instead of selfish, I want a group with my people but ..... those who know what I am, how do I do it, how about my friends ... I don't have a group of people who are diligent in learning"
anger,"Read my DM, Scroll Message on 4 Jolly, I have sent proof of receipt for returning postage.tolonh, the system is repaired, don't ask, I keep on asking me, I have given the complete data"
fear,"Am I not a hassle, Sensei?he asked worried.Hifumi also took sandals and then wearing them, still a little great but okay.After all, only home sandals."
fear,"[Username] I'm playing at a friend's house.When you pee, see the CD already red.Immediately the permission to go home said he was suddenly sick when the house said, ""That's"" Brother bleeding.Afraid.The problem is when playing falling.When you are said to be said to be menstruated.Hue the next day pe"
anger,"poor thing!!!There's nothing to do with me wrong, don't be defended, so the big priest is perverted?Rizik is not necessarily going to heaven, using the shucks, including you, isn't it ???[URL]"
love,"Finally, I love Koko!Dear koko yesterday.Dear Koko today.dear koko 2 hours ago.Dear Koko tomorrow.Dear Koko tomorrow the day after tomorrow.Dear Koko forever."
fear,yes ...... just afraid that his voice became damaged/changed because of the wrong technique
anger,[Username] Why am I ... always z drugs that are urgent to delete BPJS? There is a merchant ???
anger,[Username] [Username] Actually that person who said the professor could not answer ... so he was proud ... pretentious to throw answers to others to answer ...
anger,"Why is that?Do you want to get money but you don't work on the work for a long time, PC?It's not good for the chairman of the PC.Mentang2 you have just been in that.patient2 ra.Just smile"
love,finally can also be [username] [username] reno 5 but the hrh is that the problem is that it's really trapped already far to the Mi Store BEKSI TPI ZONK [URL]
sadness,"Buy a lot of t -shirts with a size that has been downgrade, I searched why it didn't turn out to be in your closet, my art, I don't think I was noticed."
happy,hooray hihi the moment is so tired but fun
anger,"inheritance for children, so remember those who use positions for the shuttle and accommodation of children abroad ... ,, that's a good inheritance for children"
happy,"It's a bit late, doc ... Alhamdulillah, I have understood for a long time, so it's just tickling, it's already crowded now hehehe ... [URL]"
sadness,"As a member of the medical committee at the hospital where I work, we are discussing Death Case at the Medical Committee meeting.Talking about patients who died in treatment at the hospital, however, never please Wlopun, not even the patient himself"
sadness,Do not make this earth cry with our selfishness explore all the natural wealth that is owned with greedy and irresponsible.Happy World Environment Day [Username] [URL]
anger,"Do not agree, and you mislead others.Not in all places we may perform prayers, one of which is in buildings that are erected for disbelief (one of them is a church).I took refuge in Allaah SWT.from the cursed demonic temptation"
happy,[Username] [Username] [Username] I went to Lampung ki..wheeewww nadia already wanted ajee trial during the time ... how are you kaka satria ??
sadness,"To be honest, it is still that sad that it can't obey the ambitions that have been packed.But we have to learn sincerely.Ridho.Really handed everything to God.Kudu Legowo."
love,"[Username] Not felt, it was a week ago to meet.Since our first meeting, I increasingly loved each member.Now I always imagine the presence of your figure every time you hear your song."
love,"Now if you see the loved ones talking about love, I can only grin in my heart ""don't know the rass if I have a baby xd"" can millions of times fold."
fear,I'm starting to be afraid to face the day.As tortured suddenly.I'm afraid he doesn't come back.
love,"Intinnya congratulations on the 25th for the 3rd time, never expect strange ones, I just want to keep on with you.Unfortunately you have never changed to me, so unfortunately I will go to you.Hoping can even be more affectionate to you over time."
fear,"Very horrified a lot of bad people in the world.Hopefully Mbavan will not be so big so evil and don't have empathy.Hopefully the ugly mbavan is stuck until annoying, don't until it becomes evil amen."
happy,"Alhamdulillah, 3 & 30 July is Our Happy Day.[Username] Congratss My Sissyy.Although Gadapet SNM but there is another way to achieve our dreams.Even though our SNM is red and crying a hug together eh it turns out to be back again in the one of our SNM choices."
sadness,"National Monument.Monas, only a few hundred meters and seen every day from the office but touching the wall of the fence has never been ..."
anger,"[Username] hahaha once or twice I can understand especially if it's close.Okay, yes, if far away and so you keep Might Consider to Fuck Your Phone Intead of Me"
fear,"[Username] You should read prayers.Because if you have a dream, he said ((he said))) the jinn likes you.hehe scary huh?I'm afraid"
sadness,lonely empty cem live
anger,"It is true and judging that person is really easy ... especially if you've ever lived together ... wuuuh, feel like you already know everything ... life is together with 2 months = defending those who live together 20 years ..."
fear,"So I can get the exam in junior high school 5 then when the keinget room survey has read the horror article (lol) because it has been scary, just entered, just fad, the exam checks the article again and read the comments of the alumni in the schools written in haunted"
love,"Never limit him at all to the chat or play with anyone up to him.Because ... the more we forbid the opportunity for people to lie to us is big.So it's up to you, just like this relationship"
love,"99. I don't know why it's just comfortable with him, it's not like another in terms of discussion, etc., it's not bored even though I am bored, and I will be difficult to get angry if you love you, hmm."
love,"But are you aware?That Papa is sure to let you, look at you and take care of you to pedal the bicycle carefully because he knows his little daughter can."
fear,"There is a case of the case of a nasty chat accusation against the High Priest Habib Rizieq has been stopped, please help pray that it is true.Hopefully the sanctity of Ramadan opens the eyes of our fathers who are investigating."
happy,"Yeah, the most like the language is you or me you are like that there is a good NCT FF recommendation or not?if you can already be complete, but it's not like if you can update the update quickly wkwk"
fear,"Ah, so Emo, I don't feel like I want to be a student, it's still a bit anxious and afraid of imagining in the future, what is the most new environment and people from various regions, hopefully I can run it :("
anger,"be careful if shopping at [username] goods are not sent, money does not return"
fear,"When a guy starts to call you often, or even come home to see you, Papa will put on the most cool face in the world.Papa occasionally eavesdropping or peeking when you were chatting together in the guest room."
happy,"[Username] [Username] [Username] [Username] [Username] [Username] -_-- ""Hopefully this year's Eid gives a lot of excitement, said Menpar enthusiastically and with high hopes for this program."
sadness,but I can only pendem and get worse
anger,Late they are responsible (love t -shirts) after being washed down by the water victims of friends [username] [username] aisjogja aisjateng_plat_h
happy,"Alhamdulillah, all praise to Allah, the Lord of the Universe, thank you, still given a healthy favors, fortune, long life.#Happy25 #thanksfam #thanksdear"
sadness,"H-10 __ You just come back, let me stay here.He chose you, for what I forced.Blessed, because I won't bother anymore.Amputlah, with the person who (he said) you love.Tuesday, June 5, 2018 Berjangan, Gebang, Purworejo 23:05 WIB"
happy,"I as a Catholic person proud to have Jesus in my life.no matter how much life is, he doesn't leave me.Thank you for Jesus, for the manners you can![URL]"
sadness,"True, read the comments on IG Via Vallen becomes a kind of miniature mentality of some Indonesians in addressing sexual harassment both verbal or physical."
anger,samanye udeh thief all not the jancok or not the dog is not the demon monkey hahahahaha one heart with the thief !!!!
sadness,"It doesn't feel like next week.Not even perforated with skali and feel like worship is lacking gt.Long holiday effect, a month's work a month"
love,"This is the place where a mother's love is spilled in cooking.Believe me, there is no delicious dish over this world except food rather than a mother's hand.who agrees"
happy,"Happy birthday HIMASIFO, I pray for the best for you in everything, hopefully it can benefit the majors, alma mater and the nation.Thank you Mas Hilman for inviting me to participate and become part of your team."
sadness,Protest residents who did not accept their children were accepted into public high schools not because the quality of public schools was better or could make their children succeed.But because the cost is cheaper.This is really difficult times.
anger,"If my heart is disappointed, what else can I get hurt like this, you block, don't expect me to know you again, you don't want to know thousands of times."
sadness,"Give Tehaer to the nephew.Shirts of two seeds of pants pants koko sestel and jacket sebiji already more than half a million.Message: If you have not been able to financially, think about having a child again."
happy,#allhamdulilah getting older again a little hero ... hopefully healthy always in the protection of Allah SWT ..... amiin ..... healthy and son ..... Uchi_ciyko zidanelhadadi @ palu [url]
happy,"where to understand, you understand Go-Pay Tea ... already buy a funny Eid envelope, fill in the new money, it's the most correct ..."
happy,"When the spirit of fasting begins to go down at the end of the month, then Allah gives us enthusiasm with the existence of the night of lailatu qadar so that we are more enthusiastic about the soswit of God, it is good for Allah, then what is the blessings of your Lord you deny?"
anger,Learning religion that is complete so you guys are in life.Isa just mentioned dial quran then do you want to be ugly ??Can you read the Koran?[URL]
anger,"[Username] [Username] You are also included, sis.Don't mention people besides you are nitijen2, if you are still in the part in it.Bukber?!in this economy?!"
anger,"Surely they are educated.Have a culture of shame, but if the case is in the opponent's cage or at a cage of the tiger, it's already instinctive, already from the ancestors n"
anger,"please [username] immediately order the Minister of Health to add a special room ""mental illness"" at every time it is sick.SBAB, does not rule out the possibility after the presidential election, every hospital will be flooded with mental patients.At this time all PD stress."
love,"[Username] Ignorant but very concerned about his children, fierce but whiny, very disciplined, humorous too, friendly, good at cooking, clever Koran, very diligent prayer, the people are strong heheh.It's a shame to Mama: ')"
fear,"[Askmf] My girlfriend doesn't know what problems are at home until I don't go home.He said he was wandering about his friend.I'm worried.Afraid of him why.What should I do, what do I do?DRTD I can only say ""Don't forget to tell you, your careful"""
happy,"Happy Awareness [Username] You HBS This is just working in the office, don't go down to the hot field.I'm afraid you will add items.[URL]"
happy,"Small model but as long as it is halal, there will be someone who will buy, there will be just an order, when there will be an honest one.""You say, who is a very sotoy.""I've experienced myself, from selling credit and 100 thousand internet cuis.Now it is closed my fee for PP work."
sadness,This is one of the reasons why I don't need to have children.
sadness,"Already like that.I use vaseline like that on eyelashes and eyebrows.The vaseline is stored in the cupboard (the position of the glass next to the cupboard) is like that, right?When I hold the other.I just understood.The vaseline is gone"
happy,"Because this person (our president JKW) can indeed be mandated to do this, if the life he himself is asked by Mother Earth so that this nation is progressing, prosperous and fair to give."
anger,"[Username] [Username] [Username] Just like this ... your answer is template, I don't need an answer to the template and my order from May 28, is I told to wait but it's not clear like this?mo said what else this is the answer?Patience, sis, this is the test"
happy,"Not because the problem is difficult, but because the problem is exactly the same as quiz.exactly.Finally working on it, not until 30 minutes, finished.When finished, think.So good is God and Wanda.But Wanda still often violates."
happy,"Yes, if there is a stealth bukber, there's a picture of it.Uda in the longest sono, awaited until the people who were queuing up and still chatting laughing out loud.This is the friendship of Jastip Terbhaiqq!"
