label,tweet
happy,again buying mrtabak gluing is ready but heavy legs stepping grai listening to the song hayah mas mas lf is also rich: p
sadness,"there is news of the priest who killed his adopted child if I'm not mistaken, even then the victim was pregnant, before being killed was also raped first, sad"
anger,"[Username] [Username] Please don't carry the name of young people bro, if you still debate with sir [username] do not use data let alone sneak. It feels like the millennial generation is lacking in literature."
fear,"Come to think of it, it's true, there's a Google Maps. hnnggg but not that I mean. This is to the village. I'm afraid of being lost, I will disappear"
sadness,"Mother's expectations: Don't be tired of being sick, right? Already rest there reality Mother: Sokorr, wrong you kakean dolan, Domongi Kon Nek Omah Ae Angel Eram #recehkantwitter"
fear,"This is mba. Now org, I like to dismantle old twitt: ""(I sometimes be afraid of speakup cmn because I thought"" was there a twitt I used to be 2009/2010/even if there was someone who asked people? """
happy,[Username] Be a person who is sure because beliefs must shock the mindset that is doubtful with many questions in his mindset and soul. Read !!!! with the name of God who created you [URL]
happy,"No wonder Emiss looking for everywhere it turns out here. Welcome, beautiful! How are the days after choosing a major? I hope the night is fun!"
happy,"When it has been living in Jakarta for a long time where the people there understanding the ""queue"" is very high, even without the words ""please queue"" they already understand that the culture of queuing is everywhere"
love,"If you love you, dear, dear, if you're spoiled, it's spoiled, it's spoiled, if you're aleman, if you're aleman, it's aleman pisan, if you sulk, you sulk, if you are sulking, if you're koplak, don't ask me, he doesn't go to me more than me"
anger,"[Username] I submit a paylatner, but was rejected for detailed reasons. can you help more exact reason? I think the photo of the KTP and the info that I gave is quite clear. What criteria do Traveloka want? [URL]"
sadness,"Helloo, when a vacation is a vacation ... TEYUSS WORK, Eid on Teyus School holidays already want to finish Elisoulea. . . . . #kapanlisturlagi"
anger,Understandably sir ................................................ ........... Jakarta is a radical horde nest! But ............................. left his staff running to Mecca!
sadness,"Already rushed home so I could watch ""The Clash of Titan"" eehh .... Serena decided to retired because of the sleeve muscle injury. Yes, what else ... the health is the main one right? After this is clear, I'm rooting for Maria Sharapova. #ROLANDGARROS18 [URL]"
happy,Amin Amin Mba Dew :) It has been a long time since I felt the sensation of birth so this is not what the progress has been
love,"If I can kiss your lips, you kissed the lips I again believed he would unite and then love blossomed"
anger,[Username] [Username] This is a rule of law. HKM must be the commander. If there is someone who is not spending with what the National Police will make legal efforts from only.
sadness,"I also say my fellow women, breaking the chain will be difficult to owislah ~~ Ibarate sego uwis dadi porridge ~ flying money money"
happy,"Acha funny you are held, you don't want to be carried. Forced in the carrying 2x crying shut up and shut up. It was the turn to take a selfie many times the tip of the edge kissing the cheek, shocked this ante chas you just play sosor [url]"
anger,"Already dizzy. in the chatting brother, which one has forgotten because there are so many who became my driver. then chat with a child who is a class who chat really ""Lum Bubu Si?"" want to vomit !!!"
happy,"A good effort will not betray the results. If you've tried the best, but the results are a little disappointing ... it feels, the heart is more relieved and easier for sincerity. Yes, at least, have tried to be the best."
happy,"For experience, yesterday's day and soul day was not in tune, Rungsing. At first, confide with my friend and finally I contaminated myself. the result: it turns out that God is very kind, giving trust to me to overcome the problem of life that is so complex ..."
anger,"But it's also dangerous, Cal, if so amit2 because the innocence of the mother sieun was told to cut hayam instead of cutting fried beef bala ge teu."
happy,"Open Facebook, Homepage is full of politics ... open ig, just look at people like that .. Open Twitter, I can laugh read the tweets of people ... hahahahaa"
happy,"Nasip W and Adek W are almost the same: we both do not intend to register Poltekkes, almost want to pull out when we want to test, ngasal the contents of the answer, gada hope you want to enter there. In the end: received :) Cmn I majoring in Environmental Health, he is midwifery."
fear,"Look at my friends, just on Kewong. It's also horrified if you think about when when you hear it. the problem is that I have not thought of still scared"
sadness,"Stupidity in the month of Ramadan: last Friday the changing of the cinema for this film, apparently still kamingsun. What a Smart Day. [URL]"
fear,"Not in all places we may perform prayers, one of which is in buildings that are erected for disbelief (one of them is a church). I took refuge in Allaah SWT. From the temptation of the cursed devil."
sadness,"At that time the situation of Indonesia was precarious, in the uncertainty in the amendment not based on high awareness of the figures/elites amendment ... after 20 years the amendment, the significant impact, even though the government was hard to get the government [URL]"
love,"Love understands what is not expressed, feel without being explained, because love is not about a beautiful face but love is about an understanding"
anger,Congratulations to go home! Have a happy jam! PFT
love,"I'm happy with Pisces, and loves sincerely. love what it is. And only with Pisces I don't want to escape, whatever happens. Even in the past if I was called 'stupid' I was willing. ha ha ha. Indeed love makes blind."
happy,"Pak [Username] has been confirmed to be re -elected in the 2019 Presidential Election, its competitors are currently only the democratic process so that they can run well."
sadness,"Once realized that we told them like ex -girlfriends, we laughed grumbling together, because they were only limited to ex -prospective girlfriends."
fear,"You have never felt it, how do you feel like I was able to receive a 7MB quota notification, while you were cool and had to go out looking for a quota again so you could continue to chat."
love,Aa Gervan dear! Don't forget to smile! Let you get more handsome and continue to make me fall in love ehehe
anger,"CMIIW, it feels like a ""mathematical"" connotation that is attached correctly-wrong/not want to compromise is not quite right. mathematicians should be tolerant, non-assuming, and doubt a lot (or all) things to valid evidence-lay"
fear,"[IDM] Army, I just received it in the Department of Food Science and Technology. Is there anyone studying in that major? Help me calm myself because I'm afraid of the period of lectures."
sadness,"There are people who change, so it is more positive or negative, we never know the biggest reason why he changes, if it's wrong, tell me not to be blasphemed"
anger,"[Username] [Username] It should be just let it be bombed, when you sleep, just tightly exploded it, so I don't feel bro, you know in the realm and amp"
happy,"I present this song BWT Pak [Username] [Username] also the Mayor of Solo, Mr. FX Hadi Rudyatmo for making the city of Solo better known thanks to solo songs made [Username] [Username] [URL] #Solo"
happy,"Dibales with a very friendly ""Bonjour Star, it's really okay, tomorrow in building 7. The next day, while degdegan already like wanting the thesis guidance even though it was still in semester II to meet and I immediately showed my PPT."
fear,"[ASKMF] CLEN whose skin is normal skincare or not? :( I take care of the skin to be clean but afraid of why if you use it, it's still small too :("
anger,"[Username] Since a long time ago it was never interested in this kind of event. The event just grinned not to educate, waste time, no benefit. how come it's not ashamed, making a gituan kek [url] event"
happy,Working with heart and always relying on God himself is different and durable. Congratulations to transform into the real comdev. as a friend I always give support dena \
fear,"[Username] Me :( I'm afraid of the same time as the streets are crowded, the guts are fast. But if it's really really good, I can force it, it can only be still rigid: ""("
anger,Why [Username] doesn't get wo sir? It is clear that the violation is that all people know :) Just disperse Indonesian football if the mafia hasn't been destroyed :) [Username] [Username] [Username] [Username]
anger,"Yes, because it's not strong, and feels ""disgusted"", I have chosen to close the account. angry ? very. Finally, I can only grumble to friends close. offended ? It must be clear. but the risk of using ask fm anon can mbacot sakarepe :))"
happy,"Congrats for me, even though I am not active but I dedicate this twitter because of the bangtan, many who changed from the time, wow !!!!! #MyTWITTWITTEANNIVERSARY [URL]"
sadness,The traffic jam is great #parkkir
anger,Damn ish really has a friend like you hahaha xp
sadness,"Why does life say there is cruel? Maybe he considers life as a battle as well as a competition arena. If he thinks like a farmer, then life is like farming, he will feel among the hopes & fear"
anger,"Hayolo now who is begging asking for a sponsor. Yesterday, where was it when I was kind, I wanted to help you. Already tight the event is confused about looking for sponsors. the company itself what you want to ask for help."
fear,"Bodoamat deh my ears in the morning Budeg too, the horror incident this afternoon was still unforgettable. I can't hear the sound. Afraid. So sleep while listening to the song"
anger,"Even though it's just silent. Still talking. Especially not silent. hahah good, it's not quiet. just talking, just fall the same, talk"
love,"[Username] How do you explain it. Yes, the first person can make us feel nervous, want to get to know more, then want to be close to that way. Usually when KLS 6 or junior high school (if I), it's relatively wkwkw"
fear,"My father wants to go to Bali and I tell me about this. then dad said ""if daddy died prayers, blabla"" I swear I was afraid of how the name died."
anger,this must be imprisoned [username] must be reported ... this is the person who divides
happy,"Definitely Caca, Sis Ika! The aura is the most appropriate. The quality of acting is unquestionable. Plus, I don't know what this is, but it will just be annoying if you're a fierce Alex who is fierce but loved but pretty but busy but still able to deal with it"
anger,"Good! It's called self -aware. How could the obscene case suspect be the leader of the people?! Btw, what is the case [username]? Then the story of you nyang 'ntu gimane? [URL]"
happy,"haha seriously, first see that the writing of the tiaw noodle shopman, immediately loud, like an affair, loved but not recognized eeaaaa haha ​​but however it is, their competition is healthy hehe"
happy,"Do you still remember the ""image"" at that time? #1996 The LDR place is a student or just an anchor in the old date asks for a transfer with parents. ""Wartel"" is right on the edge of Jatos today. Not just a gathering place even though it was not wifi or maybe on it there was a student boarding."
anger,"then if you make a status insinuating people? Not really, you feel wrong to feel your sarcastic. Usually I say DL to the person. then make a status. Let me understand the person. I don't like to insinuate people who don't need it. For example, like this: [URL]"
fear,"So last night, I recap, eh the point that I was trying to work turned out to be zero samsek .. presentation at 16.00, I just grasak grusuk at 13.23. Jiaaaaaaann"
sadness,"Let them just blaspheme and hurt you. Because even though they use the verse to justify their actions, you just use the verses of God to focus on improving yourself going forward"
fear,"Don't tell me anymore, gaes [Username] [Username] [Username], this person already has a blog too ... ... even though writing it isn't 2 o'clock in the morning."
love,"I really love him, he is also very fond of me. I'm the same as he's very close, and always playing together, learning together, and already can be a friend of the girlfriend, don't be sad. Many ways to always be together without having to have [URL]"
love,"I just felt what was in love, I couldn't stop it I couldn't stop me who always wanted to be close to you"
happy,HBD [Username] All the Best
sadness,"At that time at that time I had the type of girl that I had to be a girlfriend. But, again ran aground in the middle of the road. After that, start thinking if you love, just love without reason & conditions"
fear,"I once asked, how come the afternoon has come home? ""Lazy mas, afraid of kemaleman. Sometimes like a bear passing by with other wild animals."" Well. dead. Every afternoon I immediately pulled back to Jambi. it has not been disturbed by a mystical figure if you have a kaleman on the road"
fear,When it was 23.50 we were tired and wanted to go home because there had been fear in our hearts.
fear,"want to resign but how come you're afraid that it will not be more better, feel comfortable but how come ... I don't understand what's wrong in me or who the heck"
happy,"MR Roger Toll (Netherlands) material is related to the world of breathing in Indonesia. Wow ... really cool, our country turns out to have 700 languages ​​... ckckckck. #seminarpanji #sastra [username] [URL]"
fear,"I decided to go alone because I was afraid of shaking my heart, and I was afraid that my friends would be sad of course. So I chose to be alone. I will miss Edinburgh Castle, Old Town, Princess Castle, Calton Hill, and others."
anger,"KlikBCA is often difficult to referred to including now. If the internet is answered, I have a problem, I will say it's bullshit because I don't have a problem to open another website."
love,"May God always accompany your every step, and make our relationship stronger in facing all the tests of this life. I love you"
fear,"[BB] I'm sorry, I have been in a chat in my chat and my girlfriend, I just said that I just said that he was so he replied until now he didn't go to me, I didn't, do you think I broke up yet? Thanks"
anger,"Finally in the police, no one helped. It's a pity, yes, the pilgrims are also bloon, just want to be cheated using the Qur'an. Buying and selling verse for lust for power."
anger,DEAR [Username] The Recipient of the Travel and Tourism Awards and 4 Star LCC Daddeling Skytrax! I have repeatedly called call center and email complaints to customer care with complaints number 239835 and RSV229808 Why is it not followed up ??
fear,"Opening your own business, especially many examples of friends who fall. Mr B is also horrified to hear the story of his friends who often fight and bicker with his wife regarding family finances let alone this current condition. That makes it even more horrified to resign. That's the persuasion of devil."
anger,"What is the basis for his stuck? Read only one verse? I'm just ordinary, what are you doing angry? Atheists are actually very ridiculous to me, when they worship Charles Darwin with all the theories of superstition and silly ..."
anger,"Then, even if I'm rarely the same as the X lately, maybe we are entering a complicated dynamics of friendship, yey whose name is humans there must be the slekts. It is not possible to get along all the time, not cool and continue to get along. Then I have to explain, all of you are asking, right?"
fear,"'Liv, don't forget to remember me if I complain first.' 'Liv, don't forget to remember me if my positive vibe in the real world has started to rarely' especially huh"
fear,"already said that the more here the more worried about the votions, the trainees are getting better so I want to be confused who, except for the beginning of the fans of the trainee. Can't be guessed who will debut."
fear,"I am not wrong if you ask for PD [Username], immediately order the Minister of Health to add a special room for ""mental illness"" at every time it is sick. SBAB, it does not rule out the possibility, after the presidential election, every time he will be flooded with ""mental illness"" patients. The signs towards that are there. Nowadays many are stressed [URL]"
happy,"Thank you, accept Kash a lot. To God, to all crew, dancers, sponsors, media partners and all who support the success of our event. and accept Kash for all the audiences"
sadness,"But on the third day, it turns out we lost. Two questions that we should have answered successfully seized by the opposing team. We are late pressing the bell. We lost focus. Twenty points floated to the opposing team. It was enough to punish us to fail to advance to the final round."
anger,"For sale to buy a new rubicon or hummer, not bad for assets and nyapres capital. Or buy another large land for ""he said"" the struggle of the movement. The worshipers are just like that, find work here and there. Or Malak THR with the Chinese. Hadeuh Guwoblok"
anger,"When politicians speak religiously to be chosen or supported .... it's a sign that it is unable, not reasoning, has no creation !! #UdahGituaja [URL]"
fear,"/ RLT/ I'm very, very afraid to be myself ... I don't mean that now I am a person, but more restraint. I want to do it, but I'm afraid I will do it b. I was afraid that people would stay away 'again' just because I was myself ... what do I do?"
sadness,"LG at the ATM, the queue is quite long. there is a mother queuing behind me bringing her child. Sa check the balance, this child peeked peeping and asked his mother, 'Mama Mama, EMG six thousand can be taken?' I can be mentally sliced ​​mentally inner"
happy,"Want to send greetings to [username] who are increasingly increasingly nyantol in the heart ,, greetings also for Om Andre Taulani who want to be the 8th member #BTS \ [Username] #InisahurtiketcomHarike20"
love,"Doyoung Kek G ahi's lecture style. Simple, not many styles, but that is what makes you fall in love. Anyway, Doyoung matches any style. Economic children who come to British Literature every day just to pick me up after college. [URL]"
anger,"Independence is the right of all nations ... (Jewish, Kurdish, Catalonia, Coptic) as we close our eyes to Yemeni and Qatar's colonialism."
love,"I admit that I fell in love with the characters, so I can talk to the universe even though only through the string of words but what I tell is about us"
anger,"LG Rame Sexual Harassment Because of Via Vallen ... and many pros and cons of Via done. The cons, maybe I have to watch 13 reason why. Dmn already tells the story, but the help, but people are not trivial. Telek."
sadness,"(1) The incident was really just hanging out. At Manggarai Station at 9, it's still pretty crowded. My friend (girl) is right again on the stairs of a push, his buttocks are held by a guy. He complained to me."
happy,"[Username] Morning Also Mas, duhh, so I don't get Met Met Sayings from Netijen Twitter. wkwk btw from a distance how come? Alias ​​where do you live from your city? wkwk"
happy,Hepi Besdey Pappa Allello Condropramonozld ... Long Long Long Long Sentosa Many fortune more soleh Amin ya rabb #pappa33yearsold @ Pemalang [URL]
anger,"Yes Congoni Ma, live in a boarding house, there is an old grandmother, many are patient, say many prayers, because the older the more emotions it turns out that the viewers"
happy,"One of the Padhilah Duha prayer, can make it easier to obtain fortune. If you don't believe, do it !!! If you still don't believe it, keep doing it !!! until you really believe ..."
love,"[Username] Already followed them from they debuted, really love them like their parents to the children and the love of the biggest and there is no one."
sadness,"That's a message of incoming already sexual hargrasement, and that's something that can't be said to be just ordinary. In a culture that understands the patriarchy is high, it doesn't look important, but try what you are treated as you sister, your friends, or girlfriend? - TTP Gita's Spirit & Via"
sadness,"The fishermen in the KBT Merauke Papua, Resa and Gelisa because of the slow issuance of the Fishermen Ship Dukumen (Dukumen) of the Fishermen Ship Bad there to the annual, even though the fishermen are paid expensive to 20 million in the rise of illegal levies .."
sadness,FYI. And the father I met at the station was in the condition of all his body cold. His face was pale. I think I haven't eaten yet. He brought a plastic bag whose contents were only small drinking water :(
anger,[Username] [Username] Many are stupid to be educated to be a belak ... understand fasting but fear of being hungry !!!. The way the people have and enjoy the land only through the grave ... !!
love,because the true love comes from the heart ... felt by the heart .. expressed through the heart that is translated into every temple poetry ..
love,Because every trip always has a story. So this time is a story about me who can never move on from the feeling of admiration for the beauty of this nature ..
sadness,"sad and writing recipes that are not standard, SDT, segments, a pinch, to taste, even seeds/fruit including non -standard :("
sadness,"I just immediately block it, sorry for friends who have chosen their own way at least not like that, we have each way, honestly sad I see the instrument destroyed."
sadness,As a result if you have your money that is not visible. Even people are ignorant and pretended to know. Never mind humans ... even the devil you want to see you ... and most human traits exceed the devil. greedy and greedy. So it's always silent and calm so as not to be valued by money. #advice
love,Where does love go? Love that acts like the heart of a relationship. give a pulse so that the relationship can live until this moment ... Aditia Judis
sadness,This is the first time I see a bed and blanket not tempted. Still more tempted on the floor while fan. Maybe Majalaya is different from Bandung :(
sadness,"Even though you know, I woke up fallen again because of the last night, the contents of all ice. Eh just studied outside, the one was drunk. Hani indeed"
love,"As simple as I love you, that complicated you love me, hehe is okay, sure we have each alternative thoughts for the same purpose! #justkidding"
love,"tuhaaannnn .... miss really with him .... is he also missing q .... the moon ... the light of your light mlam ... the moon ... delivering greetings q pdnya ... he must also see you there. .. ticketed with him ... I love really the same, love is really high school ... n I really miss him ..."
anger,Mr. Governor [Username] and [Username] here in front of [Username] are always jammed every evening. please sir in evaluation. [URL]
sadness,"He said I wasn't like a fried rice. I was sad to hear it, many people want to step on wanting to do business, doubt, scared, and even have an idea. he even said that"
anger,"[Username] Please, increase the service again. Because the courier did not enter, the package was late in delivery ... again the problem was the problem with the Paskal Bandung branch. This is because the olshop is only JNT, if there are other shipments, unwilling to use JNT. Selaral Services"
sadness,1bln 2x broke up how long did you go in unstable he was very unstable.
happy,"[Username] [Username] Yesterday Monday 4 June joined the socialization event held in Kediri, thank you for the opportunity to participate. [URL]"
fear,"Besides, this is just a lecture in an ordinary place, I have never been in arrears until I sell a car, for what to do, the house will move, so I am afraid"
happy,"Who does not drool to see the abundant money and easily pile up, except for a strong person with faith: //metro.tempo.co/ampi/1095365/KETUA-BAZNAS-BAZIS-DKI-IT Explanation? __ Twitter_impression = True"
love,"UWHHHH HAPPY ONE MONONH WITH UNNIEEE! Hope you can meet in the following month NDE! More and more love Aq, and hopefully we will become a family who is samawaaaa wkwkwkwk what nest? sarangeyooo"
sadness,"It turned out that I was still trapped in the same test, the test missed you who was none. The longing that tests because it can't act. You need to know, in this case (what I mean you) is enough to drain your heart"
happy,Special moments are also not the only with the sets.
happy,[Username] SUCCESS DANDIM1621 TTS The noble task of the people succeeded in adding the progress of the success of the success of the success of the Babinsa Met the noble task of the TNI BRSAH RAKIAH JAYAH NKRI
love,"I listen to Zayn Malik's songs I used to hate ma doi because it came out of 1D, so the style was tengil but since the release of the pillow talk song also wqwq then continued until now like listening to the songs ** sometimes humans often lick saliva themselves"
love,And for you a woman who is always in love and I miss. Happy age. Congratulations on increasing blessing and happiness of life. I'm not anyone anymore in your life. I'm just a foreign human now. But believe me I will try to keep you in my heart
love,"It's a shame, really proud. Tomorrow it is my turn to show off your diploma and be proud of you even though not directly: ') Continue to be successful, bro, let's fight together! [URL]"
fear,I'm afraid of acc into suspend or don't arrive. This ACC has been to suspend KL to suspend again into the permanent suspend category
happy,again training 1/2 years given the mandate of the task of the master to train athletes who want to go to Korea .. Go International hopefully can be a professional coach
anger,"Often, I am in that time when I just met APSARA again ""how come the treatment is getting more and more? The more fat"" Wow, just smile, yeah, ""you're a dog"""
love,"Our friendship is always beautiful if wrong to remind each other, if it is always supported, but if one of us falls to laugh at each other"
anger,"Rada upset with the guests who asked to be given discon okey, I give you your turn to Eid, you will run away all of you have to learn how to"
sadness,"So when I was in high school, I really wanted the name of treatment to the beauty clinic for Erha, Natasha was like that, but the same mom was really prohibited and liked to be scolded if I was tired of asking for treatment :("
anger,"Already outrageous the behavior of the losers, clearly ""fugitive, pny said harsh words, intolerant, anti -Pancasila, how come they are visited ... they have already considered there are no good scholars in this country?"
sadness,"I know that in the front there might be a big storm, but can eliminate anything but as I believe this is the impossibility that I always allgate"
love,"With the spices of love I cook your favorite menu ""Badranaya Beef Tongue Stew"" is ready to serve for you duhai idol hearts"
sadness,"Not yet 3 months aing dizzy thesis, this is already thought to think of the proposal again. I want to take a vacation, but just back from the holidays. It can't be stuck, but it's okay on Twitter."
sadness,"word [username], I don't have a lot to give up ... I don't be cemen, you have to do it ... do I have to declare the hashtag #sizzy."
sadness,"Just play from Maghrib until dawn is also very bodo. But don't forget! After empty the schedule, you have to be consistent, just talking, it's easy to take it, doing it is difficult! so just try. At first it was difficult, later it was already a habit of being addictive"
love,I like the way you like me: ')
sadness,"Because we often put all the dreams and hopes for affection, not to the Supreme Council, and merciful. That is why, we are endless (feeling) disappointed."
love,"Because I feel that #TemanBukanPacarbu I asked and he didn't love me. Naaaah, again unfortunately his name also wants to meet first he wants to be seen to be seen to people"
happy,"Hopefully a cup of Toraja can be your friend's friend, let's move!"
anger,"ah homecoming how come it is prohibited through the toll ... basic tolloll ... if through a fair debt ... we pay why bong. Besides, if you can pass, each toll gate is given, the toll is special toll and belak ... later we will realize it ..."
happy,[Username] Congratulations Birthday Sis Renoo wkwkw hopefully we can be reunited in one group (if the same as Reno GPPA deh). Hopefully happy and prosperous always with Dek Oza hehehe
sadness,"and not included in the recommendation of the ulama version of the sir [username] but we are just ordinary ... instead it is good to watch it directly, the recommendation of the recommendation ... the schedule is congested a year. invite now for next year [URL]"
sadness,"Feeling failed to be a brother, I don't understand how it feels to be a parent, you can still smile and laugh even though his heart sore"
anger,"Wehh, it's not like that too. If the change is like that there is a transition. but the right is still a jobdes. You are fasting in dzalim. Pukpukk. that senior junior"
anger,"This is [Username] [Username] you are funny, yes, cook when I order, the stock you can say there is no stock ... the response is really slow ... I asked from 31 and the bru dresponed today because I asked again ,, how are you not professional !!!"
anger,"Women who say they don't want to date because of sin, want to just marry, where is it, so I tell me to chat with those who eat atiii because of marriage, I don't love, sorry for crying, friends"
love,Hajj is the peak and completion of our Islam. RAB .. Pantasi I welcomed your call. #Has @ Dormitory Hajj Pondok Gede [URL]
fear,"It is not very easy to have the families of victims of sexual abuse, some families who choose to close the casebook, for fear of disgrace will spread. prefer it like that, the trauma of child number 2"
love,"True love ~~~ Love is when Sayyidina Rabi'ah bin Ka'ab was asked by the Prophet what do you want? Then he answered: ""I just asked for one case, which is to be able to accompany you in heaven""."
