label,tweet
sadness,"Oh my gosh, I don't drink coffee anymore in the evening -,- as a result I can't sleep until 4 in the morning then I wake up at 6am and can't stop myself until now, even though my eyes are heavy but I can't stop myself either."
anger,"Huh! Is this true?? If it's true, Astagfirullah...Masha Allah...Naudzubillahminzaliq!!! Islamic Party...Party of Allah. Their behavior...DEVOTIONAL!!! [URL]"
anger,"Yallah... yaallah... I just want to scroll through IG, it's lagging, I just open it using internet explorer. How come I've been feeling a lot of instability in my IG system lately... I really want to say what I'm saying"
anger,"The issue of Christianization is the same as the issue of the rise of the PKI. No data, minimal facts and even if there are nothing more than framing out of context! Issues created to raise ghosts for political and economic gain. Superstition and bahlul!!"
anger,"The driver is like a stupid hilux, the wide road can run over my feet. It was like that when my foot was run over, instead of going backwards/forwards quickly, it went hah hoh hah hoh. It really hurts. It's stupid to keep a cat as a pet"
love,"If it is love, he will accept all the advantages, even the shortcomings will be considered a beauty, not a reason to leave him."
anger,"If a man is evil, even if he has a beautiful wife at home, he will still go out and look for another."
sadness,"Well, I just listen to my own voice like a mouse trapped in a trap :( my voice is so annoying wkwkwk"
love,"Happy first anniversary.. It's up to people to say what they want, I don't care.. This is what I've felt for 1 month.. I'm quite happy with you, everything is fine, don't have any problems, honey, being jealous of other people is normal.. And hopefully we will understand each other better."
happy,[USERNAME] [USERNAME] Don't make noise when eating crackers Don't wear pants when sleeping Sleepy eyes but still fun Because there's @8rianna_ at this sahur [USERNAME] [USERNAME] #IniSahurTIKETCOMHariKe20
anger,"[USERNAME], [USERNAME] how can I vote for Golkar, because the people who are said to be important, do not strengthen investment in Indonesia, they say they save shares, they get stomachaches when they see Bakrie Group shares! The government needs to regulate PT2 like Bakrie shares [USERNAME]"
happy,"Eh, [USERNAME] and [USERNAME] were you born? Congratulations, here I give you a small gift (?) I hope you like it, play with handsome Samcho often so I'll be Hitz's kid lol [URL]"
anger,"That's why I was so emotional reading the comments that criticized her. Instead of strengthening each other, girls are bringing each other down."
anger,[USERNAME] [USERNAME] .... What are you talking about....?? Only jerks talk like this..... A respected institution is insulted because it is infiltrated by people like you... [USERNAME]
sadness,"I went to Sushi Tei just to make a boomerang and tag the location to show off the menu list while saying 'you're a raisin, you can't be like this, wek!'"
anger,How can the people prosper #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency #Central JavaCorruptionEmergency [URL]
anger,"We are not like you, miss, who likes to pretend to be a hero to the point of regret. Give up, give up, there will be a time when you fall and all your true evils will be revealed. And I don't want to bother with your business, let God decide when you will receive your reward."
anger,"[USERNAME] admin, what about the first session, the time is almost up but I haven't been able to log in at all since earlier? Is there a rescheduling for the test, because the error is from the server, not the applicant"
sadness,"[USERNAME] iPhone 7 plus, suddenly restarts itself, then sometimes bootloops and doesn't enter the system, it's turned off for a while, then sometimes it can enter the system. Why, bro?"
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] this is harassment without evidence.. Pancasilaists, please work :) Prove your Pancasila! [USERNAME] does anyone believe the police can catch this person?"
happy,"Always be successful, your work will bring prosperity to the country and may your noble minister and your team always be blessed"
happy,Done.. the last painting was finished yesterday & has been wrapped up to be taken home.. Hope you like it.. like this
happy,"but yeah, when chatting, I'd rather enter send, rather than having long spaces like typing like I'm just going to break up with my boyfriend. hahahaah"
sadness,"Yes, there's nothing wrong with the RP account giving advice so that prayers can be answered quickly. It's just even more unfortunate for those who have tried the advice but it turns out their prayers haven't been answered.."
sadness,"#RIPKate Spade (55th) Just found dead hanging herself in her apartment with her maid. Even though her husband (Andy Spade) was also in the apartment at that time. Oh my God, even someone as successful as Kate can do this, reminding us to be more grateful and enjoy life. I will use Katespade to honor her."
happy,It was very fatherly. We just laughed nervously.
love,"I love you and I realize that, I want us to be each other's medicine, I want to make you happy and you also want to make me happy, Rel, thank you for giving me the opportunity"
sadness,"Poor After Being ""Stormed"" by a Group of People at the Airport, Something Was Different When BTS Returned to Korea [URL] via [USERNAME]"
sadness,"[USERNAME] Yes, Nad. There are crying dramas too. Especially when hungry... usually food is available and you just take it. If you are in a boarding house, you have to find your own food when you don't have friends, this can make you cry. I miss my mother hahaha LOL"
love,"Then I started to like GOT7, I found out about GOT7... and then I got to know the other members, lol... and my gaze was immediately diverted to Jackson, because of his absurdity, because of his Wild & Sexyness, he successfully made me scream every time I saw him."
happy,"Next to the family life of Ario Bayu aka the handsome, sunglasses-wearing and viral Team Alpha commander on social media. Yes, a pretty happy family with a little daddy girl."
anger,"You should learn from your old case, fortunately it was not investigated, you should learn your lesson and learn from your friends who have felt the fall. [URL]"
anger,"[USERNAME] [USERNAME] was handled by Malak and then he told the other dolls that he was beaten by The Jak without telling them why he was beaten. The other dolls defended him and there was a commotion, then his friends told the others that the dolls were attacked by The Jak."
happy,"In the past, I only got losses from dating and now it has paid off with extraordinary happiness. Thank you, God, you are indeed fair."
love,"About him. Who was born into a happy family. With full love. With full affection. Until he grew into a figure full of charisma, loving and being loved by millions of people."
happy,"After the match, Mr. Seno, who is usually stern and indifferent, greeted us warmly. ""You played great, this is the first time our provincial team is in this round. Sir is proud of you."""
anger,"If you don't know the story, it's better to keep quiet, don't act like you know and make your own assumptions. It's your turn to be reprimanded and say you're joking. It's your turn to be silent. Do you want to be punched? What do you mean?"
anger,"[USERNAME] [USERNAME] The neighbor is more responsive, Ms. Although the problem is still not fixed. The important thing is that the customer feels cared for first."
sadness,"Oh my God, on the timeline there are a series of tweets from BMKG. The aftershocks continue until now and only a few minutes apart. #PrayForLombok.. stay safe"
love,"Oh, I must be dreaming.../blinks several times in surprise, puts his arm on the table while supporting his chin/ Honey, why didn't you tell me you could cook? Aigoo, my boyfriend is cool"
fear,What would you do if a lion entered your house? Tell the lion to eat you. Let it die and be eaten by the lion. uh scary huh off anonla m h e h e
fear,"Well, that's what I don't understand. But I imagine it might be difficult to watch the APBD of the old governor by the new governor in detail... **luckily I'm not the governor, either the old or the new one. [URL]"
sadness,"@_sabranglor Maybe there are researchers who want to research why there are so many people involved in corruption in certain parties... In terms of morals, it's more or less 11-12... Is the amount that must be paid to the party too large?"
anger,[USERNAME] I don't believe that the e-KTP will be ready in 1-2 days because I also don't believe that the e-KTP budget is being corrupted by the Honorable Council members (maybe you know more or are pretending not to know...?) [URL]
anger,"Jln Jatibaru, part of Mr. Abang's area. The regulation of the area is the responsibility of the governor. Mr. Abang is a complicated matter, since the previous governors. It is currently being fixed, so that it benefits all parties. Please, those who have brains, think reasonably, unless your brain is dull. Yes, you. [URL]"
happy,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] -_--- ""Hopefully this year's Eid will bring lots of joy, said the Minister of Tourism enthusiastically and with high hopes for this program. #BazarPesonaMudikLebaran"
anger,"[USERNAME] [USERNAME] You are included too, sis. Don't call people other than you netizens, if you are still included in the section. Bukber?! In this economy?!"
happy,Once again Salute and Congratulations [USERNAME] Thank you for your amazing energy friends
love,"It's as simple as I love you, it's as complicated as you love me, hehe it's okay, I'm sure we each have alternative thoughts for the same goal! #justkidding"
anger,Annoyed....it feels like it's taking so long....am I the one who's impatient....but geh yah...huhu can't be patient...hasn't it been updated by Shopee yet..... [USERNAME]
happy,"Wow, that's cool, where can you find something similar like that :D wearing a sarong koko shirt is cooler :D liitukalia: the clothes are changed to"
love,"He's different, he's the one who introduced me to all the things I never knew before, he's the one who never showed me anything on social media, he's the one who taught me to love nature, that's why I couldn't move on until now. He's the one!!"
fear,"When a guy starts calling you often, or even coming to your house to see you, Dad will put on the coolest face in the world. Dad will occasionally eavesdrop or peek when you are chatting in the living room."
happy,"And my guitar that my friend borrowed hasn't been returned. He said, ""I'll return it when you get home, but we have to break the fast together."" This person wanted to return my stuff but instead asked me to break the fast together."
sadness,"My roommate said that this guy had a 3cm lump on his head nerve. And the day after hearing the news in the ICCU, he finally moved to the treatment and just found out that this guy had Meningitis."
anger,"Be careful when shopping at [USERNAME], the item will not be sent, the money will not be returned."
love,"Love is not just about you and your partner, long before that there was love that grew in the home, love from someone whose hair is now starting to turn white and whose skin is no longer firm, after you have gone far away you will realize how great a father's love is for his daughter [URL]"
sadness,"If people ask you, are you close to your brother? Never mind being close, they always say yes. We're not that close (get along) that when we first started college, we were told to live together and we had a physical fight."
fear,"The next morning I asked my father and mother if they turned on the TV last night, but it turned out no one knew who turned on the TV. Ugh, I started to think about the worst. I thought that it must be a genderuwo who turned on the TV. Ugh..scary."
love,"No matter how busy he is, if you are important to him, he will give you news, even in the middle of the night he will say something that will make you feel a little relieved."
happy,"Patience is happiness from within the heart, knowing that God knows everything."
anger,"Well, it's nice there, politicians come to visit, while hiding you can still laugh. Here, your people, rub against your opponents while creating or sharing quality Hoax news every day."
love,"Oh..aqilah love my heart, Oh.. #Aqilah I say I love You... the best"
happy,"And for all the guests, thank you for joining this event, I apologize that I cannot answer your mentions one by one because it is far from the limit. Thank you and good night, my love"
happy,"Alhamdulillah, today, Monday, July 9, 2018, SMAIA 7 students have started their first day of school in the 2018/2019 academic year. On this occasion, a morning assembly was held with the principal as the instructor."
love,"Love of my life, My first son, My spirit, My reason to face the world.. Tomorrow my son will start school again in a new place, new experiences, new adventures, new friends, new miss."
anger,"TRY WHERE THERE ARE FRIENDS LIKE THIS, OH MY GOD: (if you don't get a baby for 3 months, mother suspects it, I'm so pregnant with a happy meal -_-"
sadness,"[USERNAME] Via Vallen experienced sexual harassment via Instagram DM by a foreign football player but at a local club. And, netizens blamed the victim, again, and sadly, it was also the women who blamed her."
happy,"I also designed a surprise scenario for his wife. And I guarantee that his wife will be very happy. I am also very happy. I think I am suitable to be a creative team for reality shows that have romantic elements, such as proposal programs or saying love. If it's about breaking up, no."
happy,"We are friends from different generations. The fun thing is that we who are old feel like we are young, and the young learn to discuss serious things in the future."
sadness,"Woah... when it comes to being slandered, made an enemy of me, made to not want to go to school because no one wants to be my friend, traumatized every Sunday night because I have school the next morning, made to feel embarrassed in front of many people. I've been through all of that."
sadness,"[USERNAME] [USERNAME] Civilian students study for 4 years to graduate, they work hard every second, only to be criticized for nothing like this, oh my God, my Lord, netizens' mouths are truly truthful :"""
anger,"Dude [USERNAME], I admit that I am good as a commentator and football analyst, one of the best here. But his reasoning and logic regarding the harassment of Via Vallen is shallow, petty, and really embarrassing."
love,"Hello 9en9! Sorry I just made a thread T-T /bow/ Happy 3rd mensive!! I love you guys! Thank you guys for accommodating this absurd, strange, and unclear arin T-T You all are my family in this fake world You are so precious to me"
happy,"Although Ramadhan spreads the energy of goodness must be more enthusiastic than before, thank you to PLN BATAM. [URL]"
love,"The reason the name Ria and this human named Ria exist is to laugh even in sad situations. said the 2 old people. Thank God, I love them."
anger,"In the end, it's money, it's money, is there really that money? Just pay THR for regions that are told to pay using their APBD... haiyaaah... [URL]"
anger,"[USERNAME] Just a reminder, sir, maybe find out what is causing the dollar to continue to soar before making statements that lead opinions like this."
sadness,"[USERNAME] Today I went to college, when I got home I took my motorbike out of the parking lot and was in a daze and forgot to pay for the parking fee. I remembered it when I was already outside, sorry bro :("
anger,"Luckily they took responsibility (gave me a change of shirt) after being doused with water, I became a victim of my friends' prank [USERNAME] [USERNAME] aisjogja aisjateng_plat_h"
anger,"Who in the world doesn't have haters? Even a noble Apostle has one. Even Buddha has one. Even the Prophet Isa had one. Well, especially Eloh or me.... yeah bro"
happy,"Today, yes, exactly on July 23rd, maybe today I feel very, very special. Thank you, Mom, thank you, Uwa, thank you, Grandpa, thank you [URL]"
sadness,"God.... I really miss him.... does he miss me too.... the moon... your bright light tonight... moon.. convey my greetings to him... he must have seen you there too... tell him... I really love him, I really love him... and I really miss him..."
anger,"[USERNAME] [USERNAME] Where's the funny part? Is the book just about flipping coins? Which is more funny, that dinosaurs and polar bears and cockroaches evolved from single-celled bacteria?"
anger,"[USERNAME] I came to ask, then chatted with the Help Desk lady. But I still didn't understand because I didn't get an answer that answered my question. Then the lady got a bit emotional, so she didn't answer anymore, so I went home."
fear,"So yesterday I got an exam place at SMP 5 and when I was surveying the room I remembered reading a horror article (lol) because the place was really scary, I had goosebumps as soon as I entered, on a whim after the exam I checked the article again and read the comments from alumni at the schools that said they were haunted"
love,oh no it's okay you _ just got a smile from a distance of meters I feel weak :') see you again tonight yeah nc
sadness,"Astaghfirullah, along the Manggarai - Jatinegara route, it turns out there are still petjun2 roaming around during the fasting month. Be patient, Shayy, be patient, Subhanallah, I'll stop for now, I'm tired of being in the gembyor, then huft"
fear,"There is news that the case of the accusation of lewd chat against Grand Imam Habib Rizieq has been stopped, please help pray that it is true. May the sanctity of Ramadan open the eyes of our fathers who are investigating. Amen"
happy,Wherever you are. Always include prayers for the Super Elja players. Happy #PSSday! [USERNAME] ALE!!
sadness,"Sometimes I feel sorry for the parking attendants, they get confused when parking the jet because it's so big. So now I prefer to ride a UFO. The parking space is more minimalist #BourgeoisComplaints"
anger,"Oh dear Sirs and Sirs, once again Via Vallen is just a VICTIM, who must speak up so that it DOES NOT HAPPEN again. As a form of spreading awareness as well as punishment for anyone who DMs her, stop. If you are harassed like that, just keep quiet? How can the perpetrator stop [URL]"
happy,"First we asked permission to talk, he answered with a bright but dignified smile. 'Yes miss, how is it? Let me tell you a story first..' That's more or less what he said in a friendly manner. Then my friend and I talked at length. About tickets, final exam schedules, reschedules. Everything."
anger,"It's true, right? ""Good people will definitely be with good people."" Bad people will be with bad people. ""Cheaters will be with cheaters too, and when they marry, they will be cheated on."" Your soulmate is a reflection of yourself, so look in the mirror more."
sadness,"My late husband's friend passed away When he was alive Just following his husband, I followed him Like calling the office Extending his words when my late husband fell in love Sadly, he couldn't come to the funeral home at Husada Hospital People were happy to laugh My matchmaker Hdhhh sad"
love,"There is a sense of peace when I look into your eyes, There is a sense of comfort when you are beside me You color my days, make me cheerful again Now everything is gone, you left a wound, You went taking half of my soul, Do I deserve to cry over you? EeeAaa #EffectsOfReadingToo Many Novels"
fear,"Wow, it's really bad, but I swear, just imagining it is already really scary. I'm still thinking about it, your friend was so responsive!!! Not like I'm a crybaby :("
anger,"[USERNAME] #belanjaitugakribet turns out it's just a slogan. After complaining, it was canceled unilaterally. And a big name is no guarantee of professionalism. Then I told the official store that I was the one who canceled it. Even though the store owner didn't cancel it. So now I know."
anger,"[USERNAME] [USERNAME] [USERNAME] It's just like this... your answers are templates, I don't need template answers and my order is from May 28th, am I just told to wait but it's not clear like this? It's just Jkt Tng lho.. what else can I say about this answer? Be patient, sis, this is a test"
happy,"The Jakarta-Yogyakarta train journey and so on are also much more beautiful, like looking at a painting.. Large and clean rivers, mountains and rice fields.. Southeast Asian nature does have a similar culture.. [URL]"
fear,What we should be afraid of is when our wives and children's private parts are visible. And what is the law on posting photos on Social Media? . #nu #majelisnuruddin8642 #satrionkri #ngaji
happy,"I am always grateful until this moment, with everything we have gone through together, there are bitter, sweet, sour stories, indeed the beginning of 2018, is the best step in my life, hopefully, always and forever. AMEN"
happy,"I was busy editing content in the waiting room, but why was there a bunch of grandmothers in front of me? It turned out they were gossiping. This shows that gossiping is fun, anytime and anywhere."
happy,"Hunting for sahur menu until I got lost. Luckily, Google helped me #TraditionalCulinary #BanyuwangiCulinary #BakulCulinary #WarungLya"
anger,"[USERNAME] I don't think the price will be that much, bro.. I'm sure it's around 15 million, but not more than 20. After seeing the gadgetin review.. and there are only a few people interested.. besides, there aren't many good mobile games, you can still count them on one hand.. normal people would rather buy a PS4 or build one."
fear,"[USERNAME] The most memorable childhood was when I went to school, I asked my mother to take me because I was afraid of going to school alone and had to buy candy first so I would go. I was a quiet person and afraid of my friends #MyFunChildhood [USERNAME] [USERNAME]"
love,"My stomach started to rumble and my body language started to feel around, my eyes started to get nervous and my voice suddenly stuttered. These are the side effects I feel when I see you. Because seeing a woman as beautiful as you makes me fall in love. -D-"
anger,"The most annoying thing is that people like to compare me with other people, he or she ah me me ah. If you don't like it, that's fine"
fear,"Must hurry up and go [URL] Jakarta residents are expected to start returning home to Java and Sumatra starting Friday, June 8, 2018."
fear,"Behind a woman who gives trust to her partner, there is doubt and fear of losing. Because they know that they have so many shortcomings and there are many out there who are better than them."
sadness,"We are just going through difficult times, dark times, vulnerable times of separation. However, if we are able to survive, then nothing will be able to separate us. (Except Allah)"
happy,"Soon I will meet my little nephews who are so cute, they like to ask to play and fight with their friends. It will be fun even though it will cause them to get tired later, little by little while teaching them to count so that they will #BeBetter Later when they start school"
anger,"[USERNAME] Until when, and what compensation will be given to customers with this condition, the service speed is the same, the network is often slow even though the obligation to pay bills on time [USERNAME]"
love,"Then, you came and made me fall in love again. I tried to blow away, we were both far away. Then, we met again, and again we felt love for the umpteenth time."
sadness,"I don't like being called a thief. It's just that I also don't like it when thieves are beaten until they are badly bruised, let alone burned and killed."
love,"I'm waiting for your comeback. I'm waiting for ot9, and until now, later or maybe forever, God willing, stay with you guys #EXOPLANET #EXO #EXO_COMINGSOON #TheElyXiOn_dot #weareoneexo [URL]"
anger,"Regarding the Jatibaru road, the police cannot BULLY the governor. Did the police not participate in the discussion? Don't get involved in politics. Regional regulation is the governor's right. Mr. Abang's problem is hereditary. Complicated. Need patience. [USERNAME] [USERNAME] [URL]"
anger,"Sometimes when someone reports it to the authorities, the answer is ""Oh, you were just grabbed, oh, you enjoyed it, oh, you were just called, whose fault is it for wearing sexy clothes?"" Please, we have rights over ourselves and our bodies, is it our fault if they get horny because they see us wearing sexy clothes?"
sadness,"Every time I hear Lucas speak Korean, I feel like I'm not alone... but at least he understands what people are saying, but he can't talk back... well, me?! Seriously, I don't understand"
sadness,Sad to see the condition of Rahtawu now like this.... I prefer the condition of Rahtawu when it used to be quiet and natural... . . #aroundkudus #infoaroundkudus #kudus #riprahtawu [USERNAME] [URL]
anger,"#curvanordpersija #curvasudpersija #rojali #asukabeh You guys are weak, you guys are not our level jak. Don't forget to be a doormat. [USERNAME] [USERNAME] [USERNAME] [URL]"
fear,"So scary! This grandmother heard a sound inside her floor, and when it was opened it really shocked the grandmother and the officer who opened it.. [URL]"
sadness,"If you bear it now, it's more enjoyable than when it's short. Previously yes, now no. maybe sulking always gets cut. It's been 3 years and I haven't gone past my shoulder and you say [USERNAME]?"
anger,"[USERNAME] [USERNAME] Let them be, but not us. Naudzubillah, the responsibility is heavy. What is clear is that title, throne, wealth, position / position ""NOT TO BE BROUGHT TO THE DEAD"" all will become 1 final call that is attached, namely the deceased. / deceased."
sadness,"In Dm Marco Simic used angry profanity, but I've been DMing him for a long time asking to get to know him but he's never replied, gosh, Miss Via Vallen is that kind of person huhu"
fear,"How is this? It feels so empty, the expression button is nowhere to be found. If someone suddenly finds it and presses it, I think I'll explode. It's dangerous."
anger,"Dear women who think that Via Vallen's speaking up is tacky/country bumpkin, actually maybe you are the one who deserves pity, because maybe you have been harassed before but because you don't dare to speak up, well nobody cares for you. It's your own fault and don't blame others for your lack of empathy"
fear,"Cyberspace... I saw it on IG, the video was really scary... the one that hit the girl with a big, stocky body who was hit and couldn't fight back"
anger,[USERNAME] [USERNAME] good job. The train schedule to Bogor is very messy.
sadness,"Condolences for the brothers affected by the earthquake in Lombok, hopefully they will get better soon. Although the trauma that is buried is not that easy to disappear from within Aamiin ~"
sadness,"For the first time in my life, I have complained to the call center and only received a response of just the words ""Pray, sir."" Thank you very much, [USERNAME]"
sadness,"To DP BPIP [USERNAME] It is very difficult to hold the title of ""Pancasilaist"".. If ""I try to be a Pancasilaist"" that's just okay. Someone can be called a ""Pancasilaist"" if they can implement the 36 points of Pancasila values ​​correctly and almost perfectly."
fear,"Hahahaha, you're such a dinda, I just saw the chat, oh my God, when I was about to open it, I was already nervous and worried about why I sent so many chats so early in the morning."
happy,"I'm most happy if I get treatment in Bandung. with the consultant you can share, joke around. If you see a consul in Bali, you can only look down with a wry smile"
fear,"{mu} How do you guys view people with acne? After several university tests, I always ended up not talking to anyone, because I was afraid they would feel uncomfortable with my acne. I want to have friends but my thoughts are always like this. Please give me some advice"
fear,"Only able to retweet for those who are interested in scary stories, check it out. I'm scared. If you look at the wayang, you can hear me screaming even though I close my eyes"
sadness,hot long journey
anger,"Kartosoewiryo was religious and wanted to kill Soekarno. The one who killed Sayyidina Ali during the morning prayer was a Quran Hafidz, Ibnu Muljam. Is it clear up to here, bro? [URL]"
happy,"Because this person (our president JKW) really has the mandate to do this, if it was his life that MOTHER PERIWI asked for so that this nation would progress, be prosperous and fair, he would definitely give it. My greetings to those of you in Papua [USERNAME]"
happy,"Jiyeeee jiyeee, sis Domi just won against Kei and was immediately warmly welcomed by Kimlad's girl friend. Halaaah the drama [USERNAME] [USERNAME] [USERNAME] [USERNAME]"
love,"I miss your whisper in my ear As you said ""I hope that in the future you will be a child who is useful to many people and I hope that you will always love us, your parents."""
anger,"[USERNAME] [USERNAME] [USERNAME] Come out of the cave, okay? Didn't you know that your president was being threatened with death or was being branded? I'm talkative too. the video went viral. it's okay if you don't know. you're serious"
love,"Only the mother endured prostrating for a long time to convey her prayers. Only a mother doesn't fail to wake up every night to pin her hopes on Him. Only mothers who fast diligently restrain their lust so that Allah will love them. Sweet yeah. Too bad, mother"
sadness,"But I understand, there will always be someone who looks better than what he has. There will always be someone who looks more guaranteed of happiness for him to get. [USERNAME]"
love,Thank you also for sticking around until now even though the house is rarely active. :( it's a shame Roro uses it so much!
happy,"Grandma: Doctor Dika, please install a Go-Car for me to go home, okay? *Download the Go-Jek application, until grandma gets a Go-Car and goes home safely to her destination happily ever after*"
sadness,"The pain in your heart because of being oppressed, use it as magic sandpaper to form yourself stronger and tougher... to form yourself wiser and do more good deeds"
sadness,"Back home my body is already bloated again, try staying in a boarding house, eating fruit to break the fast is enough. It's no use losing weight while away from home, when I come back I'll just pile up fat again."
fear,[AskMF] why am I so scared when I want to speak or appear in groups like that. I really panic when I have to appear in a group. How do I get rid of it?
love,"True Love ~~~ Love is when Sayyidina Rabi'ah bin Ka'ab was asked by Rasulullah SAW what is your wish? Then she answered: ""I only ask for one thing, which is to be able to accompany you in Heaven""."
fear,"He told me to pray that tomorrow morning there would be a beautiful girl, but suddenly there was someone in front of my house who illogically fell in love with me. / I thought what if she was crazy? :v"
anger,[USERNAME] [USERNAME] Deputy Chairperson of Gerindrong Dongo Instagram unilaterally deleted because you have violated the law (Photos in front of the Kaaba are against the law) [URL]
happy,"We who have nothing and are not much are called poor friends, it's fun, it turns out it's peaceful, it's that easy, huh, great, uh"
sadness,"it's been a long time, I'm sure :')"
sadness,"but no, I prefer to tell new and more stories but time allows me to know until the ink runs out and until the book will be closed again. just a few days ago, the book had to be closed and I had to hurry to say goodbye."
love,"for me too, eh there is, thank you, bro Adi :3 keep up the spirit for you :"
happy,After more than 100 full moons waiting. The hard work of TVRI people to get rid of the disclaimer opinion has been answered. The spirit towards WTP next year. God willing.
happy,"President Jokowi's style in blusukan is to visit the community, ask, listen and discuss, while not forgetting to shake hands with the people he meets. #JokowiOnceAgain"
love,"then i want to say to Desi: i love you, Desi. i like you, Desi. this is an expression of my feelings to Desi regardless of whether she harbors the same feelings or not. [URL]"
happy,"I used to watch this video on TV. Now that I've watched this video on YouTube, I think this video clip is really funny. Funny, energetic, crazy, and good. Is it because now there are no female solo singers who make videos as funny as Pinkan? Btw, where is Pinkan Mambo? [URL]"
fear,"I ducked close to the taxis, afraid of being forced or resented. I just looked at the Brunei man, but he didn't come back, the Indo man also disappeared. I told Nyokap that I didn't want to be hypnotized. Do you think this is really a confused person or a bad person?"
love,"[USERNAME] I don't know, suddenly fell in love after wandering around looking for the right fandom after a year-long hiatus from k-pop and ended up in a fandom called EXOL :)"
happy,"There are still those who order dresses from me, even though I don't post them anywhere. Even my Shopee account is on hiatus. But she still wants to order, via personal IG DM. Can you be touched?"
sadness,"Just smile even if you have to when your best friend betrays you of his promises and oaths of loyalty, because you are being shown how much of a bastard he is and your heart is being kept away from giving him any feelings of love."
sadness,Gewlaaaaa it's disgusting 'freeze her eggs before marrying' Huhu why didn't the lady get married earlier :(( Later people would think her son was her future husband huhu
anger,"[USERNAME] Hahaha once or twice I can understand especially if it's close. Okay, if it's far away and it's like that all the time, you might consider fucking your phone instead of me."
love,"[USERNAME] I look at a girl's RP not from her character & followers but from her personality, how she presents her character and that's what makes me fall in love with her."
anger,"This world is indeed harsh, if you face it with a soft heart, there's no need to live!"
anger,"[USERNAME] Officials are still committing corruption... setting a bad example for the public... Come on, KPK... show your teeth... There are many other areas that you haven't touched."
love,[USERNAME] Love for one's country is a form of defending one's homeland. Be a hero for the country in the form of a manifestation of respect for the state guests who are being invited by our country.
anger,yes you are a selfish person
happy,But the RT RW is indeed quicker to respond to its residents' complaints.
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] If the news posted by Juned is true, then who attended the event? Sir, don't pretend, edit. It's clear that those who attended the event were cowardly politicians."
love,"no need to hesitate to say you miss or are upset to the point of breaking down. no need for morse code to say something. if you want to, just say it. if not, let's argue until we forget the time. after that, we smile again. fall in love again."
